      NAME                          TYPE|                                   FORWARD BH|                                   REVERSE BH|                              REACTION ENERGY|
    02_130           [3,3]rearrangement|         41.583         35.400          6.183|         50.618         43.320          7.298|         -9.034         -7.920         -1.114|
    02_131           [3,3]rearrangement|         37.145         32.390          4.755|         50.874         43.380          7.494|        -13.729        -10.990         -2.739|
    02_132           [3,3]rearrangement|         39.160         32.920          6.240|         48.573         41.100          7.473|         -9.413         -8.180         -1.233|
    02_133           [3,3]rearrangement|         40.055         33.840          6.215|         52.725         44.830          7.895|        -12.670        -10.990         -1.680|
    02_134           [3,3]rearrangement|         36.753         32.080          4.673|         55.400         49.610          5.790|        -18.646        -17.530         -1.116|
    02_135           [3,3]rearrangement|         34.006         28.350          5.656|         50.455         44.420          6.035|        -16.449        -16.070         -0.379|
    02_136           [3,3]rearrangement|         34.695         29.790          4.905|         52.083         45.830          6.253|        -17.388        -16.040         -1.348|
    02_137           [3,3]rearrangement|         32.710         25.980          6.730|         48.421         41.350          7.071|        -15.711        -15.370         -0.341|
    02_138           [3,3]rearrangement|         36.481         31.940          4.541|         32.957         28.090          4.867|          3.524          3.850         -0.326|
    02_139           [3,3]rearrangement|         39.943         34.370          5.573|         57.735         50.960          6.775|        -17.791        -16.590         -1.201|
    02_140        [2+2+2]intramolecular|         61.523         54.840          6.683|        156.091        144.390         11.701|        -94.569        -89.550         -5.019|
