      NAME                          TYPE|                                   FORWARD BH|                                   REVERSE BH|                              REACTION ENERGY|
    02_110           [3,3]rearrangement|         42.252         43.450         -1.198|         54.607         57.370         -2.763|        -12.355        -13.920          1.565|
    02_111           [3,3]rearrangement|         36.896         36.960         -0.064|         49.907         51.170         -1.263|        -13.011        -14.220          1.209|
    02_112           [4+6]cycloaddition|          7.672         12.840         -5.168|         12.850         31.120        -18.270|         -5.178        -18.280         13.102|
    02_113           [6+4]cycloaddition|          7.672         12.840         -5.168|         18.833         36.750        -17.917|        -11.161        -23.910         12.749|
    02_114           [8+2]cycloaddition|          7.672         12.840         -5.168|         20.269         37.940        -17.671|        -12.597        -25.100         12.503|
    02_115           [4+6]cycloaddition|          7.370         11.830         -4.460|         12.549         30.110        -17.561|         -5.178        -18.280         13.102|
    02_116           [6+4]cycloaddition|          7.370         11.830         -4.460|         18.547         35.810        -17.263|        -11.177        -23.980         12.803|
    02_117           [8+2]cycloaddition|          7.370         11.830         -4.460|         24.314         40.210        -15.896|        -16.943        -28.380         11.437|
    02_118          [4+2]intramolecular|         17.728         22.520         -4.792|         29.097         41.610        -12.513|        -11.369        -19.090          7.721|
    02_119          [6+4]intramolecular|         13.665         18.910         -5.245|         34.320         47.580        -13.260|        -20.655        -28.670          8.015|
    02_120          [4+2]intramolecular|         11.303         16.790         -5.487|         30.081         43.120        -13.039|        -18.778        -26.330          7.552|
    02_121          [6+4]intramolecular|         11.303         16.790         -5.487|         41.262         54.330        -13.068|        -29.959        -37.540          7.581|
    02_122          [4+2]intramolecular|         12.524         19.290         -6.766|         22.041         37.460        -15.419|         -9.517        -18.170          8.653|
    02_123          [6+4]intramolecular|         12.524         19.290         -6.766|         27.262         41.950        -14.688|        -14.738        -22.660          7.922|
    02_124          [4+2]intramolecular|         17.830         21.680         -3.850|         33.858         46.020        -12.162|        -16.028        -24.340          8.312|
    02_125          [6+4]intramolecular|         17.830         21.680         -3.850|         35.820         47.320        -11.500|        -17.990        -25.640          7.650|
    02_126           [3,3]rearrangement|         15.987         20.250         -4.263|         21.210         26.190         -4.980|         -5.223         -5.950          0.727|
    02_127           [3,3]rearrangement|         15.740         20.950         -5.210|         26.921         32.160         -5.239|        -11.181        -11.210          0.029|
    02_128           [3,3]rearrangement|         25.729         32.740         -7.011|         42.918         41.450          1.468|        -17.189         -8.710         -8.479|
    02_129           [3,3]rearrangement|         26.775         34.420         -7.645|         39.434         40.150         -0.716|        -12.659         -5.730         -6.929|
    02_130           [3,3]rearrangement|         28.096         35.400         -7.304|         43.221         43.320         -0.099|        -15.125         -7.920         -7.205|
    02_131           [3,3]rearrangement|         24.719         32.390         -7.671|         44.457         43.380          1.077|        -19.739        -10.990         -8.749|
    02_132           [3,3]rearrangement|         25.293         32.920         -7.627|         40.925         41.100         -0.175|        -15.632         -8.180         -7.452|
    02_133           [3,3]rearrangement|         26.655         33.840         -7.185|         45.210         44.830          0.380|        -18.555        -10.990         -7.565|
    02_134           [3,3]rearrangement|         28.442         32.080         -3.638|         46.120         49.610         -3.490|        -17.679        -17.530         -0.149|
    02_135           [3,3]rearrangement|         24.901         28.350         -3.449|         38.967         44.420         -5.453|        -14.066        -16.070          2.004|
    02_136           [3,3]rearrangement|         23.252         29.790         -6.538|         38.627         45.830         -7.203|        -15.375        -16.040          0.665|
    02_137           [3,3]rearrangement|         19.580         25.980         -6.400|         33.130         41.350         -8.220|        -13.550        -15.370          1.820|
    02_138           [3,3]rearrangement|         25.349         31.940         -6.591|         20.705         28.090         -7.385|          4.644          3.850          0.794|
    02_139           [3,3]rearrangement|         30.941         34.370         -3.429|         47.541         50.960         -3.419|        -16.600        -16.590         -0.010|
    02_140        [2+2+2]intramolecular|         50.831         54.840         -4.009|        151.500        144.390          7.110|       -100.669        -89.550        -11.119|
