      NAME                          TYPE|                                   FORWARD BH|                                   REVERSE BH|                              REACTION ENERGY|
     02_28                   Diels-Alder|         18.257         21.690         -3.433|         38.668         38.320          0.348|        -20.411        -16.630         -3.781|
     02_29                   Diels-Alder|         -0.135          1.650         -1.785|         34.446         35.570         -1.124|        -34.581        -33.920         -0.661|
     02_30                   Diels-Alder|          7.126          7.980         -0.854|         55.448         55.020          0.428|        -48.322        -47.040         -1.282|
     02_31                   Diels-Alder|         15.093         15.120         -0.027|         36.740         36.680          0.060|        -21.647        -21.560         -0.087|
     02_32                   Diels-Alder|          5.617          6.610         -0.993|         54.479         54.790         -0.311|        -48.863        -48.180         -0.683|
     02_33                   Diels-Alder|          9.148         11.620         -2.472|         54.572         53.250          1.322|        -45.424        -41.630         -3.794|
     02_34                   Diels-Alder|         16.577         18.280         -1.703|         31.416         30.480          0.936|        -14.839        -12.210         -2.629|
     02_35                   Diels-Alder|         14.894         16.530         -1.636|         31.183         29.810          1.373|        -16.288        -13.280         -3.008|
     02_36                   Diels-Alder|         13.737         15.490         -1.753|         35.487         33.650          1.837|        -21.750        -18.160         -3.590|
     02_37                   Diels-Alder|         15.205         17.000         -1.795|         35.800         34.430          1.370|        -20.595        -17.430         -3.165|
     02_38                   Diels-Alder|         17.849         22.730         -4.881|         37.858         36.090          1.768|        -20.009        -13.360         -6.649|
     02_39                   Diels-Alder|         31.900         37.420         -5.520|         40.026         39.320          0.706|         -8.126         -1.900         -6.226|
     02_40                   Diels-Alder|         11.824         14.260         -2.436|         27.123         27.770         -0.647|        -15.299        -13.510         -1.789|
     02_41                   Diels-Alder|         27.305         28.060         -0.755|         30.564         31.780         -1.216|         -3.259         -3.720          0.461|
     02_42                   Diels-Alder|          4.963          8.580         -3.617|         49.202         47.740          1.462|        -44.240        -39.150         -5.090|
     02_43                   Diels-Alder|         13.655         16.350         -2.695|         50.690         48.760          1.930|        -37.035        -32.410         -4.625|
     02_44                   Diels-Alder|         13.557         16.640         -3.083|         55.014         53.180          1.834|        -41.457        -36.540         -4.917|
     02_45                   Diels-Alder|         12.823         16.980         -4.157|         63.660         59.460          4.200|        -50.837        -42.480         -8.357|
     02_46                   Diels-Alder|         22.243         26.480         -4.237|         52.991         51.360          1.631|        -30.748        -24.880         -5.868|
     02_47                   Diels-Alder|         -3.131         -1.340         -1.791|         92.677         88.510          4.167|        -95.808        -89.850         -5.958|
     02_48                   Diels-Alder|         -1.139          1.980         -3.119|         90.240         86.440          3.800|        -91.379        -84.470         -6.909|
     02_49                   Diels-Alder|          9.614         13.950         -4.336|         48.831         47.200          1.631|        -39.217        -33.240         -5.977|
     02_50           [3+2]cycloaddition|         15.743         18.440         -2.697|         36.972         35.480          1.492|        -21.229        -17.040         -4.189|
     02_51           [3+2]cycloaddition|         -4.298         -1.950         -2.348|         26.241         24.260          1.981|        -30.539        -26.210         -4.329|
     02_52           [3+2]cycloaddition|         10.149         12.390         -2.241|         37.431         36.110          1.321|        -27.282        -23.720         -3.562|
     02_53           [3+2]cycloaddition|          8.820         10.450         -1.630|         36.924         35.890          1.034|        -28.104        -25.440         -2.664|
     02_54           [3+2]cycloaddition|         -1.332         -0.120         -1.212|         27.748         26.380          1.368|        -29.080        -26.500         -2.580|
     02_55           [3+2]cycloaddition|         12.021         12.650         -0.629|         54.876         52.780          2.096|        -42.855        -40.120         -2.735|
     02_56           [3+2]cycloaddition|         11.121         11.600         -0.479|         98.094         91.820          6.274|        -86.973        -80.210         -6.763|
     02_57           [3+2]cycloaddition|          7.619          8.100         -0.481|         90.389         84.960          5.429|        -82.770        -76.870         -5.900|
     02_58           [3+2]cycloaddition|         14.917         15.430         -0.513|         71.478         68.290          3.188|        -56.561        -52.860         -3.701|
     02_59           [3+2]cycloaddition|         14.981         15.300         -0.319|         71.194         67.990          3.204|        -56.212        -52.690         -3.522|
     02_60           [3+2]cycloaddition|          5.548          5.930         -0.382|         93.040         86.940          6.100|        -87.492        -81.000         -6.492|
     02_61           [3+2]cycloaddition|          0.662          0.410          0.252|         59.815         56.600          3.215|        -59.153        -56.190         -2.963|
     02_62           [3+2]cycloaddition|          4.069          3.870          0.199|         61.739         58.420          3.319|        -57.671        -54.550         -3.121|
     02_63           [3+2]cycloaddition|         15.532         16.870         -1.338|         44.355         41.500          2.855|        -28.823        -24.630         -4.193|
     02_64           [3+2]cycloaddition|          3.860          5.380         -1.520|         54.118         50.910          3.208|        -50.257        -45.540         -4.717|
     02_65           [3+2]cycloaddition|          6.499          8.080         -1.581|         60.248         56.870          3.378|        -53.750        -48.790         -4.960|
     02_66           [3+2]cycloaddition|          6.040          6.790         -0.750|         59.295         55.770          3.525|        -53.255        -48.980         -4.275|
     02_67           [3+2]cycloaddition|          8.443          6.930          1.513|         35.095         34.090          1.005|        -26.651        -27.160          0.509|
     02_68           [3+2]cycloaddition|         10.531          8.700          1.831|         36.108         35.150          0.958|        -25.577        -26.450          0.873|
     02_69           [3+2]cycloaddition|         14.820         13.350          1.470|         39.932         38.420          1.512|        -25.112        -25.070         -0.042|
     02_70           [3+2]cycloaddition|         33.851         33.300          0.551|         42.269         41.800          0.469|         -8.418         -8.510          0.092|
     02_71           [3+2]cycloaddition|         34.988         34.780          0.208|         40.289         40.160          0.129|         -5.301         -5.380          0.079|
     02_72           [3+2]cycloaddition|         25.397         26.380         -0.983|         52.416         51.440          0.976|        -27.019        -25.060         -1.959|
     02_73           [3+2]cycloaddition|          8.497         10.060         -1.563|         47.335         45.530          1.805|        -38.839        -35.470         -3.369|
     02_74           [3+2]cycloaddition|         24.007         27.860         -3.853|         26.682         26.230          0.452|         -2.675          1.630         -4.305|
     02_75           [3+2]cycloaddition|          8.340          9.790         -1.450|         43.514         41.830          1.684|        -35.174        -32.040         -3.134|
     02_76           [3+2]cycloaddition|         16.385         20.350         -3.965|         38.045         37.370          0.675|        -21.660        -17.020         -4.640|
     02_77           [3+2]cycloaddition|          5.552          6.990         -1.438|         48.044         46.280          1.764|        -42.492        -39.300         -3.192|
     02_78           [3+2]cycloaddition|         15.138         19.130         -3.992|         39.249         38.270          0.979|        -24.111        -19.140         -4.971|
     02_79           [3+2]cycloaddition|          0.623          1.940         -1.317|         44.009         42.250          1.759|        -43.385        -40.310         -3.075|
     02_80           [3+2]cycloaddition|         25.242         28.380         -3.138|         42.590         41.250          1.340|        -17.348        -12.870         -4.478|
     02_81           [3+2]cycloaddition|          9.881         11.140         -1.259|         44.598         43.060          1.538|        -34.717        -31.920         -2.797|
     02_82                 Electrocyclic|          8.777         10.610         -1.833|         39.182         37.950          1.232|        -30.405        -27.340         -3.065|
     02_83                 Electrocyclic|         18.503         17.650          0.853|         46.055         44.980          1.075|        -27.552        -27.330         -0.222|
     02_84                 Electrocyclic|         24.198         26.680         -2.482|         51.546         50.510          1.036|        -27.348        -23.830         -3.518|
     02_85                 Electrocyclic|         28.101         30.660         -2.559|         52.489         51.430          1.059|        -24.388        -20.780         -3.608|
     02_86                 Electrocyclic|         26.056         27.740         -1.684|         54.568         52.700          1.868|        -28.512        -24.960         -3.552|
     02_87                 Electrocyclic|         28.529         30.730         -2.201|         54.941         53.650          1.291|        -26.412        -22.910         -3.502|
     02_88                 Electrocyclic|         21.944         24.910         -2.966|         52.514         51.360          1.154|        -30.570        -26.450         -4.120|
     02_89                 Electrocyclic|         25.374         28.620         -3.246|         53.985         52.880          1.105|        -28.611        -24.260         -4.351|
     02_90                 Electrocyclic|         24.872         27.430         -2.558|         53.218         52.170          1.048|        -28.345        -24.740         -3.605|
     02_91                 Electrocyclic|         28.345         31.000         -2.655|         55.667         54.550          1.117|        -27.322        -23.550         -3.772|
     02_92                 Electrocyclic|         20.200         23.660         -3.460|         54.517         53.480          1.037|        -34.317        -29.820         -4.497|
     02_93                 Electrocyclic|         25.389         28.690         -3.301|         56.106         54.950          1.156|        -30.716        -26.260         -4.456|
     02_94                 Electrocyclic|         22.094         25.600         -3.506|         55.498         54.460          1.038|        -33.404        -28.860         -4.544|
     02_95                 Electrocyclic|         24.420         28.020         -3.600|         56.981         55.880          1.101|        -32.561        -27.860         -4.701|
     02_96                 Electrocyclic|         12.023         11.390          0.633|         15.220         15.190          0.030|         -3.197         -3.800          0.603|
     02_97                 Electrocyclic|         45.224         43.520          1.704|         19.706         21.760         -2.054|         25.518         21.760          3.758|
     02_98                 Electrocyclic|         34.985         33.080          1.905|         45.064         45.420         -0.356|        -10.079        -12.340          2.261|
     02_99                 Electrocyclic|         47.763         44.280          3.483|         55.423         54.350          1.073|         -7.660        -10.070          2.410|
    02_100                 Electrocyclic|         38.213         36.070          2.143|         17.281         19.790         -2.509|         20.931         16.280          4.651|
    02_101                 Electrocyclic|         45.028         41.800          3.228|         45.536         45.810         -0.274|         -0.508         -4.010          3.502|
    02_102                 Electrocyclic|         37.787         38.730         -0.943|         39.283         36.550          2.733|         -1.495          2.180         -3.675|
    02_103                 Electrocyclic|         35.411         36.240         -0.829|         39.370         36.680          2.690|         -3.958         -0.440         -3.518|
    02_104                 Electrocyclic|         10.373         13.100         -2.727|         43.190         40.490          2.700|        -32.818        -27.390         -5.428|
    02_105                 Electrocyclic|         48.486         48.250          0.236|         45.590         42.240          3.350|          2.896          6.010         -3.114|
    02_106           [4+6]cycloaddition|          6.473         11.530         -5.057|         25.215         29.790         -4.575|        -18.742        -18.260         -0.482|
    02_107           [6+4]cycloaddition|          6.472         11.530         -5.058|         31.766         36.380         -4.614|        -25.294        -24.850         -0.444|
    02_108           [8+2]cycloaddition|          6.473         11.530         -5.057|         31.144         35.010         -3.866|        -24.672        -23.480         -1.192|
    02_109           [3,3]rearrangement|         41.999         43.450         -1.451|         51.732         50.580          1.152|         -9.733         -7.130         -2.603|
    02_110           [3,3]rearrangement|         41.998         43.450         -1.452|         54.875         57.370         -2.495|        -12.876        -13.920          1.044|
    02_111           [3,3]rearrangement|         35.572         36.960         -1.388|         49.017         51.170         -2.153|        -13.444        -14.220          0.776|
    02_112           [4+6]cycloaddition|          7.493         12.840         -5.347|         25.898         31.120         -5.222|        -18.405        -18.280         -0.125|
    02_113           [6+4]cycloaddition|          7.493         12.840         -5.347|         31.545         36.750         -5.205|        -24.053        -23.910         -0.143|
    02_114           [8+2]cycloaddition|          7.493         12.840         -5.347|         32.880         37.940         -5.060|        -25.388        -25.100         -0.288|
    02_115           [4+6]cycloaddition|          7.342         11.830         -4.488|         25.748         30.110         -4.362|        -18.406        -18.280         -0.126|
    02_116           [6+4]cycloaddition|          7.342         11.830         -4.488|         31.387         35.810         -4.423|        -24.045        -23.980         -0.065|
    02_117           [8+2]cycloaddition|          7.342         11.830         -4.488|         36.402         40.210         -3.808|        -29.060        -28.380         -0.680|
    02_118          [4+2]intramolecular|         16.688         22.520         -5.832|         41.401         41.610         -0.209|        -24.712        -19.090         -5.622|
    02_119          [6+4]intramolecular|         13.020         18.910         -5.890|         46.769         47.580         -0.811|        -33.748        -28.670         -5.078|
    02_120          [4+2]intramolecular|         10.521         16.790         -6.269|         42.271         43.120         -0.849|        -31.750        -26.330         -5.420|
    02_121          [6+4]intramolecular|         10.521         16.790         -6.269|         53.807         54.330         -0.523|        -43.286        -37.540         -5.746|
    02_122          [4+2]intramolecular|         12.117         19.290         -7.173|         34.860         37.460         -2.600|        -22.743        -18.170         -4.573|
    02_123          [6+4]intramolecular|         12.117         19.290         -7.173|         40.378         41.950         -1.572|        -28.261        -22.660         -5.601|
    02_124          [4+2]intramolecular|         15.167         21.680         -6.513|         45.265         46.020         -0.755|        -30.098        -24.340         -5.758|
    02_125          [6+4]intramolecular|         15.167         21.680         -6.513|         46.729         47.320         -0.591|        -31.562        -25.640         -5.922|
    02_126           [3,3]rearrangement|         18.449         20.250         -1.801|         23.817         26.190         -2.373|         -5.368         -5.950          0.582|
    02_127           [3,3]rearrangement|         18.531         20.950         -2.419|         30.067         32.160         -2.093|        -11.536        -11.210         -0.326|
    02_128           [3,3]rearrangement|         31.005         32.740         -1.735|         41.592         41.450          0.142|        -10.587         -8.710         -1.877|
    02_129           [3,3]rearrangement|         33.405         34.420         -1.015|         39.674         40.150         -0.476|         -6.269         -5.730         -0.539|
    02_130           [3,3]rearrangement|         33.754         35.400         -1.646|         42.734         43.320         -0.586|         -8.980         -7.920         -1.060|
    02_131           [3,3]rearrangement|         29.723         32.390         -2.667|         42.861         43.380         -0.519|        -13.138        -10.990         -2.148|
    02_132           [3,3]rearrangement|         31.571         32.920         -1.349|         40.592         41.100         -0.508|         -9.020         -8.180         -0.840|
    02_133           [3,3]rearrangement|         31.767         33.840         -2.073|         44.266         44.830         -0.564|        -12.500        -10.990         -1.510|
    02_134           [3,3]rearrangement|         31.908         32.080         -0.172|         50.430         49.610          0.820|        -18.522        -17.530         -0.992|
    02_135           [3,3]rearrangement|         28.068         28.350         -0.282|         44.172         44.420         -0.248|        -16.105        -16.070         -0.035|
    02_136           [3,3]rearrangement|         29.591         29.790         -0.199|         46.641         45.830          0.811|        -17.051        -16.040         -1.011|
    02_137           [3,3]rearrangement|         25.339         25.980         -0.641|         41.356         41.350          0.006|        -16.017        -15.370         -0.647|
    02_138           [3,3]rearrangement|         31.548         31.940         -0.392|         26.200         28.090         -1.890|          5.348          3.850          1.498|
    02_139           [3,3]rearrangement|         34.471         34.370          0.101|         51.930         50.960          0.970|        -17.459        -16.590         -0.869|
    02_140        [2+2+2]intramolecular|         51.391         54.840         -3.449|        157.325        144.390         12.935|       -105.934        -89.550        -16.384|
