      NAME                          TYPE|                                   FORWARD BH|                                   REVERSE BH|                              REACTION ENERGY|
     02_40                   Diels-Alder|         28.601         14.260         14.341|         26.560         27.770         -1.210|          2.041        -13.510         15.551|
     02_41                   Diels-Alder|         43.540         28.060         15.480|         31.565         31.780         -0.215|         11.976         -3.720         15.696|
     02_42                   Diels-Alder|         22.359          8.580         13.779|         48.824         47.740          1.084|        -26.465        -39.150         12.685|
     02_43                   Diels-Alder|         30.912         16.350         14.562|         50.471         48.760          1.711|        -19.559        -32.410         12.851|
     02_44                   Diels-Alder|         29.356         16.640         12.716|         54.858         53.180          1.678|        -25.503        -36.540         11.037|
     02_45                   Diels-Alder|         26.441         16.980          9.461|         61.192         59.460          1.732|        -34.751        -42.480          7.729|
     02_46                   Diels-Alder|         39.489         26.480         13.009|         52.644         51.360          1.284|        -13.155        -24.880         11.725|
     02_47                   Diels-Alder|          6.105         -1.340          7.445|         87.767         88.510         -0.743|        -81.662        -89.850          8.188|
     02_48                   Diels-Alder|         10.331          1.980          8.351|         87.126         86.440          0.686|        -76.795        -84.470          7.675|
     02_49                   Diels-Alder|         29.844         13.950         15.894|         48.769         47.200          1.569|        -18.924        -33.240         14.316|
     02_50           [3+2]cycloaddition|         26.074         18.440          7.634|         38.596         35.480          3.116|        -12.522        -17.040          4.518|
     02_51           [3+2]cycloaddition|          6.843         -1.950          8.793|         28.573         24.260          4.313|        -21.730        -26.210          4.480|
     02_52           [3+2]cycloaddition|         24.342         12.390         11.952|         41.773         36.110          5.663|        -17.431        -23.720          6.289|
     02_53           [3+2]cycloaddition|         21.940         10.450         11.490|         39.655         35.890          3.765|        -17.715        -25.440          7.725|
     02_54           [3+2]cycloaddition|          6.601         -0.120          6.721|         28.264         26.380          1.884|        -21.663        -26.500          4.837|
     02_55           [3+2]cycloaddition|         21.390         12.650          8.740|         59.803         52.780          7.023|        -38.413        -40.120          1.707|
     02_56           [3+2]cycloaddition|         19.937         11.600          8.337|         99.127         91.820          7.307|        -79.190        -80.210          1.020|
     02_57           [3+2]cycloaddition|         19.046          8.100         10.946|         93.306         84.960          8.346|        -74.260        -76.870          2.610|
     02_58           [3+2]cycloaddition|         24.851         15.430          9.421|         74.368         68.290          6.078|        -49.517        -52.860          3.343|
     02_59           [3+2]cycloaddition|         24.783         15.300          9.483|         73.688         67.990          5.698|        -48.906        -52.690          3.784|
     02_60           [3+2]cycloaddition|         15.712          5.930          9.782|         93.330         86.940          6.390|        -77.619        -81.000          3.381|
     02_61           [3+2]cycloaddition|          7.678          0.410          7.268|         52.513         56.600         -4.087|        -44.835        -56.190         11.355|
     02_62           [3+2]cycloaddition|         13.193          3.870          9.323|         56.442         58.420         -1.978|        -43.250        -54.550         11.300|
     02_63           [3+2]cycloaddition|         21.270         16.870          4.400|         40.476         41.500         -1.024|        -19.206        -24.630          5.424|
     02_64           [3+2]cycloaddition|         10.115          5.380          4.735|         49.106         50.910         -1.804|        -38.990        -45.540          6.550|
     02_65           [3+2]cycloaddition|         12.009          8.080          3.929|         54.331         56.870         -2.539|        -42.322        -48.790          6.468|
     02_66           [3+2]cycloaddition|         10.746          6.790          3.956|         50.840         55.770         -4.930|        -40.094        -48.980          8.886|
     02_67           [3+2]cycloaddition|         18.084          6.930         11.154|         35.077         34.090          0.987|        -16.993        -27.160         10.167|
     02_68           [3+2]cycloaddition|         20.894          8.700         12.194|         36.588         35.150          1.438|        -15.694        -26.450         10.756|
     02_69           [3+2]cycloaddition|         26.101         13.350         12.751|         41.141         38.420          2.721|        -15.040        -25.070         10.030|
     02_70           [3+2]cycloaddition|         48.487         33.300         15.187|         44.427         41.800          2.627|          4.060         -8.510         12.570|
     02_71           [3+2]cycloaddition|         49.460         34.780         14.680|         43.589         40.160          3.429|          5.871         -5.380         11.251|
     02_72           [3+2]cycloaddition|         33.681         26.380          7.301|         55.036         51.440          3.596|        -21.356        -25.060          3.704|
     02_73           [3+2]cycloaddition|         21.901         10.060         11.841|         45.693         45.530          0.163|        -23.793        -35.470         11.677|
     02_74           [3+2]cycloaddition|         32.606         27.860          4.746|         24.381         26.230         -1.849|          8.224          1.630          6.594|
     02_75           [3+2]cycloaddition|         22.892          9.790         13.102|         41.783         41.830         -0.047|        -18.891        -32.040         13.149|
     02_76           [3+2]cycloaddition|         24.740         20.350          4.390|         35.533         37.370         -1.837|        -10.792        -17.020          6.228|
     02_77           [3+2]cycloaddition|         19.496          6.990         12.506|         46.226         46.280         -0.054|        -26.730        -39.300         12.570|
     02_78           [3+2]cycloaddition|         25.517         19.130          6.387|         37.168         38.270         -1.102|        -11.651        -19.140          7.489|
     02_79           [3+2]cycloaddition|         13.890          1.940         11.950|         42.084         42.250         -0.166|        -28.194        -40.310         12.116|
     02_80           [3+2]cycloaddition|         35.223         28.380          6.843|         41.063         41.250         -0.187|         -5.840        -12.870          7.030|
     02_81           [3+2]cycloaddition|         24.445         11.140         13.305|         42.449         43.060         -0.611|        -18.003        -31.920         13.917|
     02_82                 Electrocyclic|         21.759         10.610         11.149|         35.939         37.950         -2.011|        -14.180        -27.340         13.160|
     02_83                 Electrocyclic|         15.876         17.650         -1.774|         47.953         44.980          2.973|        -32.078        -27.330         -4.748|
     02_84                 Electrocyclic|         31.287         26.680          4.607|         52.197         50.510          1.687|        -20.910        -23.830          2.920|
     02_85                 Electrocyclic|         35.511         30.660          4.851|         53.267         51.430          1.837|        -17.757        -20.780          3.023|
     02_86                 Electrocyclic|         36.176         27.740          8.436|         58.883         52.700          6.183|        -22.707        -24.960          2.253|
     02_87                 Electrocyclic|         37.895         30.730          7.165|         58.210         53.650          4.560|        -20.315        -22.910          2.595|
     02_88                 Electrocyclic|         28.888         24.910          3.978|         53.926         51.360          2.566|        -25.037        -26.450          1.413|
     02_89                 Electrocyclic|         32.450         28.620          3.830|         55.328         52.880          2.448|        -22.878        -24.260          1.382|
     02_90                 Electrocyclic|         31.567         27.430          4.137|         54.354         52.170          2.184|        -22.787        -24.740          1.953|
     02_91                 Electrocyclic|         35.366         31.000          4.366|         57.001         54.550          2.451|        -21.635        -23.550          1.915|
     02_92                 Electrocyclic|         27.785         23.660          4.125|         57.181         53.480          3.701|        -29.396        -29.820          0.424|
     02_93                 Electrocyclic|         33.068         28.690          4.378|         59.267         54.950          4.317|        -26.199        -26.260          0.061|
     02_94                 Electrocyclic|         29.326         25.600          3.726|         57.326         54.460          2.866|        -28.000        -28.860          0.860|
     02_95                 Electrocyclic|         31.748         28.020          3.728|         58.777         55.880          2.897|        -27.029        -27.860          0.831|
     02_96                 Electrocyclic|          9.787         11.390         -1.603|         15.013         15.190         -0.177|         -5.226         -3.800         -1.426|
     02_97                 Electrocyclic|         47.206         43.520          3.686|         23.168         21.760          1.408|         24.039         21.760          2.279|
     02_98                 Electrocyclic|         34.753         33.080          1.673|         51.926         45.420          6.506|        -17.172        -12.340         -4.832|
     02_99                 Electrocyclic|         48.346         44.280          4.066|         62.686         54.350          8.336|        -14.341        -10.070         -4.271|
    02_100                 Electrocyclic|         38.930         36.070          2.860|         21.904         19.790          2.114|         17.026         16.280          0.746|
    02_101                 Electrocyclic|         46.424         41.800          4.624|         53.266         45.810          7.456|         -6.842         -4.010         -2.832|
    02_102                 Electrocyclic|         43.287         38.730          4.557|         39.363         36.550          2.813|          3.924          2.180          1.744|
    02_103                 Electrocyclic|         41.707         36.240          5.467|         39.982         36.680          3.302|          1.725         -0.440          2.165|
    02_104                 Electrocyclic|         14.213         13.100          1.113|         43.187         40.490          2.697|        -28.973        -27.390         -1.583|
    02_105                 Electrocyclic|         56.018         48.250          7.768|         46.586         42.240          4.346|          9.431          6.010          3.421|
    02_106           [4+6]cycloaddition|         29.410         11.530         17.880|         27.594         29.790         -2.196|          1.816        -18.260         20.076|
    02_107           [6+4]cycloaddition|         29.410         11.530         17.880|         33.466         36.380         -2.914|         -4.056        -24.850         20.794|
    02_108           [8+2]cycloaddition|         29.410         11.530         17.880|         35.773         35.010          0.763|         -6.363        -23.480         17.117|
    02_109           [3,3]rearrangement|         54.602         43.450         11.152|         61.877         50.580         11.297|         -7.275         -7.130         -0.145|
    02_110           [3,3]rearrangement|         54.602         43.450         11.152|         67.015         57.370          9.645|        -12.412        -13.920          1.508|
    02_111           [3,3]rearrangement|         49.209         36.960         12.249|         62.188         51.170         11.018|        -12.980        -14.220          1.240|
    02_112           [4+6]cycloaddition|         30.742         12.840         17.902|         28.675         31.120         -2.445|          2.066        -18.280         20.346|
    02_113           [6+4]cycloaddition|         30.742         12.840         17.902|         33.649         36.750         -3.101|         -2.908        -23.910         21.002|
    02_114           [8+2]cycloaddition|         30.742         12.840         17.902|         36.413         37.940         -1.527|         -5.671        -25.100         19.429|
    02_115           [4+6]cycloaddition|         30.528         11.830         18.698|         28.462         30.110         -1.648|          2.066        -18.280         20.346|
    02_116           [6+4]cycloaddition|         30.528         11.830         18.698|         33.457         35.810         -2.353|         -2.929        -23.980         21.051|
    02_117           [8+2]cycloaddition|         30.528         11.830         18.698|         41.627         40.210          1.417|        -11.099        -28.380         17.281|
    02_118          [4+2]intramolecular|         32.051         22.520          9.531|         40.758         41.610         -0.852|         -8.707        -19.090         10.383|
    02_119          [6+4]intramolecular|         28.354         18.910          9.444|         46.138         47.580         -1.442|        -17.784        -28.670         10.886|
    02_120          [4+2]intramolecular|         26.179         16.790          9.389|         41.581         43.120         -1.539|        -15.401        -26.330         10.929|
    02_121          [6+4]intramolecular|         26.179         16.790          9.389|         54.081         54.330         -0.249|        -27.902        -37.540          9.638|
    02_122          [4+2]intramolecular|         28.142         19.290          8.852|         34.031         37.460         -3.429|         -5.889        -18.170         12.281|
    02_123          [6+4]intramolecular|         28.142         19.290          8.852|         41.177         41.950         -0.773|        -13.035        -22.660          9.625|
    02_124          [4+2]intramolecular|         29.394         21.680          7.714|         45.842         46.020         -0.178|        -16.448        -24.340          7.892|
    02_125          [6+4]intramolecular|         29.394         21.680          7.714|         46.022         47.320         -1.298|        -16.628        -25.640          9.012|
    02_126           [3,3]rearrangement|         23.292         20.250          3.042|         28.671         26.190          2.481|         -5.380         -5.950          0.570|
    02_127           [3,3]rearrangement|         23.326         20.950          2.376|         35.827         32.160          3.667|        -12.500        -11.210         -1.290|
    02_128           [3,3]rearrangement|         36.974         32.740          4.234|         50.213         41.450          8.763|        -13.239         -8.710         -4.529|
    02_129           [3,3]rearrangement|         39.759         34.420          5.339|         46.992         40.150          6.842|         -7.233         -5.730         -1.503|
    02_130           [3,3]rearrangement|         39.555         35.400          4.155|         49.550         43.320          6.230|         -9.995         -7.920         -2.075|
    02_131           [3,3]rearrangement|         35.914         32.390          3.524|         51.591         43.380          8.211|        -15.677        -10.990         -4.687|
    02_132           [3,3]rearrangement|         38.311         32.920          5.391|         48.445         41.100          7.345|        -10.134         -8.180         -1.954|
    02_133           [3,3]rearrangement|         37.873         33.840          4.033|         51.852         44.830          7.022|        -13.979        -10.990         -2.989|
    02_134           [3,3]rearrangement|         37.777         32.080          5.697|         54.579         49.610          4.969|        -16.801        -17.530          0.729|
    02_135           [3,3]rearrangement|         35.059         28.350          6.709|         48.298         44.420          3.878|        -13.238        -16.070          2.832|
    02_136           [3,3]rearrangement|         34.791         29.790          5.001|         50.456         45.830          4.626|        -15.665        -16.040          0.375|
    02_137           [3,3]rearrangement|         34.809         25.980          8.829|         46.348         41.350          4.998|        -11.539        -15.370          3.831|
    02_138           [3,3]rearrangement|         36.206         31.940          4.266|         28.753         28.090          0.663|          7.452          3.850          3.602|
    02_139           [3,3]rearrangement|         41.957         34.370          7.587|         55.849         50.960          4.889|        -13.892        -16.590          2.698|
    02_140        [2+2+2]intramolecular|         65.302         54.840         10.462|        156.456        144.390         12.066|        -91.154        -89.550         -1.604|
