      NAME                          TYPE|                                   FORWARD BH|                                   REVERSE BH|                              REACTION ENERGY|
     02_67           [3+2]cycloaddition|         10.752          6.930          3.822|         35.022         34.090          0.932|        -24.270        -27.160          2.890|
     02_68           [3+2]cycloaddition|         13.018          8.700          4.318|         36.107         35.150          0.957|        -23.089        -26.450          3.361|
     02_69           [3+2]cycloaddition|         17.305         13.350          3.955|         40.259         38.420          1.839|        -22.954        -25.070          2.116|
     02_70           [3+2]cycloaddition|         37.326         33.300          4.026|         43.391         41.800          1.591|         -6.064         -8.510          2.446|
     02_71           [3+2]cycloaddition|         38.373         34.780          3.593|         41.742         40.160          1.582|         -3.369         -5.380          2.011|
     02_72           [3+2]cycloaddition|         26.855         26.380          0.475|         53.953         51.440          2.513|        -27.099        -25.060         -2.039|
     02_73           [3+2]cycloaddition|         11.221         10.060          1.161|         46.562         45.530          1.032|        -35.340        -35.470          0.130|
     02_74           [3+2]cycloaddition|         24.480         27.860         -3.380|         25.696         26.230         -0.534|         -1.217          1.630         -2.847|
     02_75           [3+2]cycloaddition|         11.414          9.790          1.624|         42.758         41.830          0.928|        -31.344        -32.040          0.696|
     02_76           [3+2]cycloaddition|         16.917         20.350         -3.433|         36.907         37.370         -0.463|        -19.990        -17.020         -2.970|
     02_77           [3+2]cycloaddition|          8.561          6.990          1.571|         47.260         46.280          0.980|        -38.699        -39.300          0.601|
     02_78           [3+2]cycloaddition|         16.285         19.130         -2.845|         38.315         38.270          0.045|        -22.030        -19.140         -2.890|
     02_79           [3+2]cycloaddition|          3.696          1.940          1.756|         43.320         42.250          1.070|        -39.624        -40.310          0.686|
     02_80           [3+2]cycloaddition|         26.385         28.380         -1.995|         41.728         41.250          0.478|        -15.343        -12.870         -2.473|
     02_81           [3+2]cycloaddition|         12.975         11.140          1.835|         43.595         43.060          0.535|        -30.620        -31.920          1.300|
     02_82                 Electrocyclic|         11.324         10.610          0.714|         37.822         37.950         -0.128|        -26.498        -27.340          0.842|
     02_83                 Electrocyclic|         17.892         17.650          0.242|         45.720         44.980          0.740|        -27.828        -27.330         -0.498|
     02_84                 Electrocyclic|         25.025         26.680         -1.655|         51.476         50.510          0.966|        -26.452        -23.830         -2.622|
     02_85                 Electrocyclic|         28.879         30.660         -1.781|         52.454         51.430          1.024|        -23.575        -20.780         -2.795|
     02_86                 Electrocyclic|         28.341         27.740          0.601|         56.029         52.700          3.329|        -27.688        -24.960         -2.728|
     02_87                 Electrocyclic|         30.153         30.730         -0.577|         55.758         53.650          2.108|        -25.605        -22.910         -2.695|
     02_88                 Electrocyclic|         22.713         24.910         -2.197|         52.731         51.360          1.371|        -30.017        -26.450         -3.567|
     02_89                 Electrocyclic|         25.987         28.620         -2.633|         54.126         52.880          1.246|        -28.139        -24.260         -3.879|
     02_90                 Electrocyclic|         25.571         27.430         -1.859|         53.272         52.170          1.102|        -27.700        -24.740         -2.960|
     02_91                 Electrocyclic|         29.023         31.000         -1.977|         55.758         54.550          1.208|        -26.735        -23.550         -3.185|
     02_92                 Electrocyclic|         20.990         23.660         -2.670|         55.057         53.480          1.577|        -34.067        -29.820         -4.247|
     02_93                 Electrocyclic|         26.178         28.690         -2.512|         56.759         54.950          1.809|        -30.581        -26.260         -4.321|
     02_94                 Electrocyclic|         22.660         25.600         -2.940|         55.730         54.460          1.270|        -33.071        -28.860         -4.211|
     02_95                 Electrocyclic|         24.972         28.020         -3.048|         57.197         55.880          1.317|        -32.224        -27.860         -4.364|
     02_96                 Electrocyclic|         11.526         11.390          0.136|         14.840         15.190         -0.350|         -3.314         -3.800          0.486|
     02_97                 Electrocyclic|         45.262         43.520          1.742|         19.252         21.760         -2.508|         26.011         21.760          4.251|
     02_98                 Electrocyclic|         34.759         33.080          1.679|         45.628         45.420          0.208|        -10.869        -12.340          1.471|
     02_99                 Electrocyclic|         47.931         44.280          3.651|         56.274         54.350          1.924|         -8.343        -10.070          1.727|
    02_100                 Electrocyclic|         38.354         36.070          2.284|         17.292         19.790         -2.498|         21.061         16.280          4.781|
    02_101                 Electrocyclic|         45.503         41.800          3.703|         46.283         45.810          0.473|         -0.780         -4.010          3.230|
    02_102                 Electrocyclic|         37.835         38.730         -0.895|         39.329         36.550          2.779|         -1.494          2.180         -3.674|
    02_103                 Electrocyclic|         35.935         36.240         -0.305|         39.588         36.680          2.908|         -3.652         -0.440         -3.212|
    02_104                 Electrocyclic|          6.251         13.100         -6.849|         38.967         40.490         -1.523|        -32.715        -27.390         -5.325|
    02_105                 Electrocyclic|         49.331         48.250          1.081|         46.005         42.240          3.765|          3.326          6.010         -2.684|
    02_106           [4+6]cycloaddition|         12.261         11.530          0.731|         25.956         29.790         -3.834|        -13.695        -18.260          4.565|
    02_107           [6+4]cycloaddition|         12.261         11.530          0.731|         32.064         36.380         -4.316|        -19.803        -24.850          5.047|
    02_108           [8+2]cycloaddition|         12.261         11.530          0.731|         32.532         35.010         -2.478|        -20.271        -23.480          3.209|
    02_109           [3,3]rearrangement|         44.227         43.450          0.777|         54.555         50.580          3.975|        -10.327         -7.130         -3.197|
    02_110           [3,3]rearrangement|         44.227         43.450          0.777|         56.385         57.370         -0.985|        -12.158        -13.920          1.762|
    02_111           [3,3]rearrangement|         38.509         36.960          1.549|         51.318         51.170          0.148|        -12.808        -14.220          1.412|
    02_112           [4+6]cycloaddition|         13.441         12.840          0.601|         26.817         31.120         -4.303|        -13.376        -18.280          4.904|
    02_113           [6+4]cycloaddition|         13.441         12.840          0.601|         32.056         36.750         -4.694|        -18.615        -23.910          5.295|
    02_114           [8+2]cycloaddition|         13.441         12.840          0.601|         33.853         37.940         -4.087|        -20.412        -25.100          4.688|
    02_115           [4+6]cycloaddition|         13.298         11.830          1.468|         26.675         30.110         -3.435|        -13.376        -18.280          4.904|
    02_116           [6+4]cycloaddition|         13.298         11.830          1.468|         31.870         35.810         -3.940|        -18.572        -23.980          5.408|
    02_117           [8+2]cycloaddition|         13.298         11.830          1.468|         38.108         40.210         -2.102|        -24.810        -28.380          3.570|
    02_118          [4+2]intramolecular|         19.765         22.520         -2.755|         41.429         41.610         -0.181|        -21.664        -19.090         -2.574|
    02_119          [6+4]intramolecular|         16.223         18.910         -2.687|         46.834         47.580         -0.746|        -30.611        -28.670         -1.941|
    02_120          [4+2]intramolecular|         13.738         16.790         -3.052|         42.369         43.120         -0.751|        -28.631        -26.330         -2.301|
    02_121          [6+4]intramolecular|         13.738         16.790         -3.052|         53.974         54.330         -0.356|        -40.236        -37.540         -2.696|
    02_122          [4+2]intramolecular|         14.836         19.290         -4.454|         34.470         37.460         -2.990|        -19.634        -18.170         -1.464|
    02_123          [6+4]intramolecular|         14.836         19.290         -4.454|         40.710         41.950         -1.240|        -25.874        -22.660         -3.214|
    02_124          [4+2]intramolecular|         17.396         21.680         -4.284|         45.448         46.020         -0.572|        -28.051        -24.340         -3.711|
    02_125          [6+4]intramolecular|         17.396         21.680         -4.284|         46.580         47.320         -0.740|        -29.184        -25.640         -3.544|
    02_126           [3,3]rearrangement|         19.347         20.250         -0.903|         24.753         26.190         -1.437|         -5.406         -5.950          0.544|
    02_127           [3,3]rearrangement|         19.499         20.950         -1.451|         31.103         32.160         -1.057|        -11.604        -11.210         -0.394|
    02_128           [3,3]rearrangement|         31.408         32.740         -1.332|         44.208         41.450          2.758|        -12.800         -8.710         -4.090|
    02_129           [3,3]rearrangement|         34.175         34.420         -0.245|         41.811         40.150          1.661|         -7.637         -5.730         -1.907|
    02_130           [3,3]rearrangement|         34.210         35.400         -1.190|         44.618         43.320          1.298|        -10.409         -7.920         -2.489|
    02_131           [3,3]rearrangement|         30.188         32.390         -2.202|         45.488         43.380          2.108|        -15.300        -10.990         -4.310|
    02_132           [3,3]rearrangement|         32.481         32.920         -0.439|         42.897         41.100          1.797|        -10.416         -8.180         -2.236|
    02_133           [3,3]rearrangement|         32.276         33.840         -1.564|         46.423         44.830          1.593|        -14.147        -10.990         -3.157|
    02_134           [3,3]rearrangement|         32.705         32.080          0.625|         50.905         49.610          1.295|        -18.200        -17.530         -0.670|
    02_135           [3,3]rearrangement|         29.500         28.350          1.150|         44.655         44.420          0.235|        -15.155        -16.070          0.915|
    02_136           [3,3]rearrangement|         30.412         29.790          0.622|         47.171         45.830          1.341|        -16.759        -16.040         -0.719|
    02_137           [3,3]rearrangement|         27.373         25.980          1.393|         42.330         41.350          0.980|        -14.957        -15.370          0.413|
    02_138           [3,3]rearrangement|         32.051         31.940          0.111|         26.564         28.090         -1.526|          5.487          3.850          1.637|
    02_139           [3,3]rearrangement|         36.044         34.370          1.674|         52.733         50.960          1.773|        -16.689        -16.590         -0.099|
    02_140        [2+2+2]intramolecular|         52.205         54.840         -2.635|        159.638        144.390         15.248|       -107.433        -89.550        -17.883|
