      NAME                          TYPE|                                   FORWARD BH|                                   REVERSE BH|                              REACTION ENERGY|
     02_57           [3+2]cycloaddition|         14.408          8.100          6.308|         88.599         84.960          3.639|        -74.191        -76.870          2.679|
     02_58           [3+2]cycloaddition|         20.157         15.430          4.727|         69.761         68.290          1.471|        -49.604        -52.860          3.256|
     02_59           [3+2]cycloaddition|         20.117         15.300          4.817|         69.119         67.990          1.129|        -49.002        -52.690          3.688|
     02_60           [3+2]cycloaddition|         11.443          5.930          5.513|         89.129         86.940          2.189|        -77.686        -81.000          3.314|
     02_61           [3+2]cycloaddition|          6.189          0.410          5.779|         51.184         56.600         -5.416|        -44.995        -56.190         11.195|
     02_62           [3+2]cycloaddition|         10.933          3.870          7.063|         54.314         58.420         -4.106|        -43.380        -54.550         11.170|
     02_63           [3+2]cycloaddition|         19.683         16.870          2.813|         38.918         41.500         -2.582|        -19.235        -24.630          5.395|
     02_64           [3+2]cycloaddition|          8.580          5.380          3.200|         47.251         50.910         -3.659|        -38.672        -45.540          6.868|
     02_65           [3+2]cycloaddition|         10.746          8.080          2.666|         52.660         56.870         -4.210|        -41.914        -48.790          6.876|
     02_66           [3+2]cycloaddition|          9.745          6.790          2.955|         49.840         55.770         -5.930|        -40.095        -48.980          8.885|
     02_67           [3+2]cycloaddition|         14.254          6.930          7.324|         31.819         34.090         -2.271|        -17.565        -27.160          9.595|
     02_68           [3+2]cycloaddition|         16.711          8.700          8.011|         32.957         35.150         -2.193|        -16.246        -26.450         10.204|
     02_69           [3+2]cycloaddition|         21.786         13.350          8.436|         37.361         38.420         -1.059|        -15.575        -25.070          9.495|
     02_70           [3+2]cycloaddition|         43.307         33.300         10.007|         40.619         41.800         -1.181|          2.688         -8.510         11.198|
     02_71           [3+2]cycloaddition|         44.269         34.780          9.489|         39.850         40.160         -0.310|          4.419         -5.380          9.799|
     02_72           [3+2]cycloaddition|         30.156         26.380          3.776|         51.195         51.440         -0.245|        -21.039        -25.060          4.021|
     02_73           [3+2]cycloaddition|         17.760         10.060          7.700|         43.010         45.530         -2.520|        -25.250        -35.470         10.220|
     02_74           [3+2]cycloaddition|         30.032         27.860          2.172|         23.126         26.230         -3.104|          6.907          1.630          5.277|
     02_75           [3+2]cycloaddition|         18.607          9.790          8.817|         39.188         41.830         -2.642|        -20.581        -32.040         11.459|
     02_76           [3+2]cycloaddition|         22.249         20.350          1.899|         33.753         37.370         -3.617|        -11.504        -17.020          5.516|
     02_77           [3+2]cycloaddition|         15.531          6.990          8.541|         43.590         46.280         -2.690|        -28.059        -39.300         11.241|
     02_78           [3+2]cycloaddition|         22.514         19.130          3.384|         35.138         38.270         -3.132|        -12.625        -19.140          6.515|
     02_79           [3+2]cycloaddition|         10.316          1.940          8.376|         39.540         42.250         -2.710|        -29.224        -40.310         11.086|
     02_80           [3+2]cycloaddition|         31.965         28.380          3.585|         38.761         41.250         -2.489|         -6.796        -12.870          6.074|
     02_81           [3+2]cycloaddition|         20.103         11.140          8.963|         39.747         43.060         -3.313|        -19.644        -31.920         12.276|
     02_82                 Electrocyclic|         18.982         10.610          8.372|         34.648         37.950         -3.302|        -15.667        -27.340         11.673|
     02_83                 Electrocyclic|         15.764         17.650         -1.886|         46.901         44.980          1.921|        -31.137        -27.330         -3.807|
     02_84                 Electrocyclic|         28.704         26.680          2.024|         50.035         50.510         -0.475|        -21.330        -23.830          2.500|
     02_85                 Electrocyclic|         32.694         30.660          2.034|         51.075         51.430         -0.355|        -18.381        -20.780          2.399|
     02_86                 Electrocyclic|         33.220         27.740          5.480|         56.036         52.700          3.336|        -22.816        -24.960          2.144|
     02_87                 Electrocyclic|         34.900         30.730          4.170|         55.607         53.650          1.957|        -20.707        -22.910          2.203|
     02_88                 Electrocyclic|         26.541         24.910          1.631|         51.564         51.360          0.204|        -25.023        -26.450          1.427|
     02_89                 Electrocyclic|         29.897         28.620          1.277|         52.948         52.880          0.068|        -23.051        -24.260          1.209|
     02_90                 Electrocyclic|         28.980         27.430          1.550|         52.007         52.170         -0.163|        -23.027        -24.740          1.713|
     02_91                 Electrocyclic|         32.608         31.000          1.608|         54.597         54.550          0.047|        -21.988        -23.550          1.562|
     02_92                 Electrocyclic|         25.530         23.660          1.870|         54.731         53.480          1.251|        -29.201        -29.820          0.619|
     02_93                 Electrocyclic|         30.546         28.690          1.856|         56.686         54.950          1.736|        -26.140        -26.260          0.120|
     02_94                 Electrocyclic|         26.916         25.600          1.316|         54.761         54.460          0.301|        -27.844        -28.860          1.016|
     02_95                 Electrocyclic|         29.260         28.020          1.240|         56.198         55.880          0.318|        -26.938        -27.860          0.922|
     02_96                 Electrocyclic|          9.655         11.390         -1.735|         15.302         15.190          0.112|         -5.647         -3.800         -1.847|
     02_97                 Electrocyclic|         44.344         43.520          0.824|         21.870         21.760          0.110|         22.474         21.760          0.714|
     02_98                 Electrocyclic|         32.993         33.080         -0.087|         48.883         45.420          3.463|        -15.891        -12.340         -3.551|
     02_99                 Electrocyclic|         46.221         44.280          1.941|         59.355         54.350          5.005|        -13.134        -10.070         -3.064|
    02_100                 Electrocyclic|         36.982         36.070          0.912|         20.312         19.790          0.522|         16.670         16.280          0.390|
    02_101                 Electrocyclic|         44.275         41.800          2.475|         50.377         45.810          4.567|         -6.102         -4.010         -2.092|
    02_102                 Electrocyclic|         40.827         38.730          2.097|         37.484         36.550          0.934|          3.343          2.180          1.163|
    02_103                 Electrocyclic|         39.374         36.240          3.134|         37.979         36.680          1.299|          1.396         -0.440          1.836|
    02_104                 Electrocyclic|         13.469         13.100          0.369|         41.196         40.490          0.706|        -27.728        -27.390         -0.338|
    02_105                 Electrocyclic|         53.221         48.250          4.971|         44.503         42.240          2.263|          8.718          6.010          2.708|
    02_106           [4+6]cycloaddition|         25.672         11.530         14.142|         27.426         29.790         -2.364|         -1.755        -18.260         16.505|
    02_107           [6+4]cycloaddition|         25.672         11.530         14.142|         33.398         36.380         -2.982|         -7.727        -24.850         17.123|
    02_108           [8+2]cycloaddition|         25.672         11.530         14.142|         35.140         35.010          0.130|         -9.469        -23.480         14.011|
    02_109           [3,3]rearrangement|         50.477         43.450          7.027|         58.252         50.580          7.672|         -7.775         -7.130         -0.645|
    02_110           [3,3]rearrangement|         50.477         43.450          7.027|         62.336         57.370          4.966|        -11.859        -13.920          2.061|
    02_111           [3,3]rearrangement|         45.161         36.960          8.201|         57.619         51.170          6.449|        -12.458        -14.220          1.762|
    02_112           [4+6]cycloaddition|         26.892         12.840         14.052|         28.495         31.120         -2.625|         -1.603        -18.280         16.677|
    02_113           [6+4]cycloaddition|         26.892         12.840         14.052|         33.562         36.750         -3.188|         -6.670        -23.910         17.240|
    02_114           [8+2]cycloaddition|         26.892         12.840         14.052|         35.938         37.940         -2.002|         -9.046        -25.100         16.054|
    02_115           [4+6]cycloaddition|         26.705         11.830         14.875|         28.307         30.110         -1.803|         -1.603        -18.280         16.677|
    02_116           [6+4]cycloaddition|         26.705         11.830         14.875|         33.425         35.810         -2.385|         -6.720        -23.980         17.260|
    02_117           [8+2]cycloaddition|         26.705         11.830         14.875|         41.311         40.210          1.101|        -14.606        -28.380         13.774|
    02_118          [4+2]intramolecular|         29.001         22.520          6.481|         40.358         41.610         -1.252|        -11.357        -19.090          7.733|
    02_119          [6+4]intramolecular|         25.641         18.910          6.731|         45.318         47.580         -2.262|        -19.678        -28.670          8.992|
    02_120          [4+2]intramolecular|         23.212         16.790          6.422|         40.918         43.120         -2.202|        -17.706        -26.330          8.624|
    02_121          [6+4]intramolecular|         23.212         16.790          6.422|         52.564         54.330         -1.766|        -29.351        -37.540          8.189|
    02_122          [4+2]intramolecular|         25.260         19.290          5.970|         33.695         37.460         -3.765|         -8.435        -18.170          9.735|
    02_123          [6+4]intramolecular|         25.260         19.290          5.970|         40.374         41.950         -1.576|        -15.114        -22.660          7.546|
    02_124          [4+2]intramolecular|         26.360         21.680          4.680|         44.504         46.020         -1.516|        -18.144        -24.340          6.196|
    02_125          [6+4]intramolecular|         26.360         21.680          4.680|         44.873         47.320         -2.447|        -18.513        -25.640          7.127|
    02_126           [3,3]rearrangement|         22.047         20.250          1.797|         27.007         26.190          0.817|         -4.960         -5.950          0.990|
    02_127           [3,3]rearrangement|         22.119         20.950          1.169|         33.765         32.160          1.605|        -11.646        -11.210         -0.436|
    02_128           [3,3]rearrangement|         34.008         32.740          1.268|         47.040         41.450          5.590|        -13.032         -8.710         -4.322|
    02_129           [3,3]rearrangement|         36.663         34.420          2.243|         44.115         40.150          3.965|         -7.452         -5.730         -1.722|
    02_130           [3,3]rearrangement|         36.630         35.400          1.230|         46.682         43.320          3.362|        -10.051         -7.920         -2.131|
    02_131           [3,3]rearrangement|         32.961         32.390          0.571|         48.320         43.380          4.940|        -15.359        -10.990         -4.369|
    02_132           [3,3]rearrangement|         35.229         32.920          2.309|         45.445         41.100          4.345|        -10.215         -8.180         -2.035|
    02_133           [3,3]rearrangement|         34.950         33.840          1.110|         48.850         44.830          4.020|        -13.901        -10.990         -2.911|
    02_134           [3,3]rearrangement|         34.806         32.080          2.726|         51.085         49.610          1.475|        -16.280        -17.530          1.250|
    02_135           [3,3]rearrangement|         31.935         28.350          3.585|         45.151         44.420          0.731|        -13.216        -16.070          2.854|
    02_136           [3,3]rearrangement|         32.237         29.790          2.447|         47.123         45.830          1.293|        -14.887        -16.040          1.153|
    02_137           [3,3]rearrangement|         31.197         25.980          5.217|         43.291         41.350          1.941|        -12.094        -15.370          3.276|
    02_138           [3,3]rearrangement|         34.180         31.940          2.240|         27.257         28.090         -0.833|          6.923          3.850          3.073|
    02_139           [3,3]rearrangement|         38.594         34.370          4.224|         52.871         50.960          1.911|        -14.277        -16.590          2.313|
    02_140        [2+2+2]intramolecular|         59.019         54.840          4.179|        150.193        144.390          5.803|        -91.174        -89.550         -1.624|
