      NAME                          TYPE|                                   FORWARD BH|                                   REVERSE BH|                              REACTION ENERGY|
     02_58           [3+2]cycloaddition|         17.717         15.430          2.287|         54.646         68.290        -13.644|        -36.929        -52.860         15.931|
     02_59           [3+2]cycloaddition|         17.002         15.300          1.702|         53.735         67.990        -14.255|        -36.732        -52.690         15.958|
     02_60           [3+2]cycloaddition|          6.648          5.930          0.718|         77.427         86.940         -9.513|        -70.779        -81.000         10.221|
     02_61           [3+2]cycloaddition|          1.903          0.410          1.493|         40.980         56.600        -15.620|        -39.077        -56.190         17.113|
     02_62           [3+2]cycloaddition|          6.389          3.870          2.519|         44.318         58.420        -14.102|        -37.928        -54.550         16.622|
     02_63           [3+2]cycloaddition|         19.730         16.870          2.860|         32.025         41.500         -9.475|        -12.295        -24.630         12.335|
     02_64           [3+2]cycloaddition|          7.434          5.380          2.054|         38.027         50.910        -12.883|        -30.592        -45.540         14.948|
     02_65           [3+2]cycloaddition|         10.546          8.080          2.466|         42.891         56.870        -13.979|        -32.345        -48.790         16.445|
     02_66           [3+2]cycloaddition|          7.139          6.790          0.349|         40.724         55.770        -15.046|        -33.586        -48.980         15.394|
     02_67           [3+2]cycloaddition|          6.759          6.930         -0.171|         13.878         34.090        -20.212|         -7.119        -27.160         20.041|
     02_68           [3+2]cycloaddition|          8.551          8.700         -0.149|         14.772         35.150        -20.378|         -6.221        -26.450         20.229|
     02_69           [3+2]cycloaddition|         13.398         13.350          0.048|         19.936         38.420        -18.484|         -6.538        -25.070         18.532|
     02_70           [3+2]cycloaddition|         39.273         33.300          5.973|         31.767         41.800        -10.033|          7.506         -8.510         16.016|
     02_71           [3+2]cycloaddition|         40.267         34.780          5.487|         28.050         40.160        -12.110|         12.217         -5.380         17.597|
     02_72           [3+2]cycloaddition|         32.499         26.380          6.119|         38.728         51.440        -12.712|         -6.229        -25.060         18.831|
     02_73           [3+2]cycloaddition|         11.521         10.060          1.461|         32.498         45.530        -13.032|        -20.978        -35.470         14.492|
     02_74           [3+2]cycloaddition|         22.813         27.860         -5.047|         12.506         26.230        -13.724|         10.307          1.630          8.677|
     02_75           [3+2]cycloaddition|         11.378          9.790          1.588|         28.954         41.830        -12.876|        -17.576        -32.040         14.464|
     02_76           [3+2]cycloaddition|         17.149         20.350         -3.201|         21.783         37.370        -15.587|         -4.635        -17.020         12.385|
     02_77           [3+2]cycloaddition|          7.947          6.990          0.957|         32.909         46.280        -13.371|        -24.962        -39.300         14.338|
     02_78           [3+2]cycloaddition|         16.696         19.130         -2.434|         22.816         38.270        -15.454|         -6.120        -19.140         13.020|
     02_79           [3+2]cycloaddition|          3.106          1.940          1.166|         29.320         42.250        -12.930|        -26.214        -40.310         14.096|
     02_80           [3+2]cycloaddition|         25.171         28.380         -3.209|         26.211         41.250        -15.039|         -1.040        -12.870         11.830|
     02_81           [3+2]cycloaddition|         12.806         11.140          1.666|         29.979         43.060        -13.081|        -17.173        -31.920         14.747|
     02_82                 Electrocyclic|          6.986         10.610         -3.624|         21.878         37.950        -16.072|        -14.891        -27.340         12.449|
     02_83                 Electrocyclic|         12.349         17.650         -5.301|         44.572         44.980         -0.408|        -32.223        -27.330         -4.893|
     02_84                 Electrocyclic|         25.075         26.680         -1.605|         44.134         50.510         -6.376|        -19.059        -23.830          4.771|
     02_85                 Electrocyclic|         28.945         30.660         -1.715|         45.536         51.430         -5.894|        -16.591        -20.780          4.189|
     02_86                 Electrocyclic|         26.346         27.740         -1.394|         46.435         52.700         -6.265|        -20.090        -24.960          4.870|
     02_87                 Electrocyclic|         28.578         30.730         -2.152|         47.467         53.650         -6.183|        -18.889        -22.910          4.021|
     02_88                 Electrocyclic|         23.127         24.910         -1.783|         45.364         51.360         -5.996|        -22.236        -26.450          4.214|
     02_89                 Electrocyclic|         26.432         28.620         -2.188|         47.371         52.880         -5.509|        -20.939        -24.260          3.321|
     02_90                 Electrocyclic|         25.782         27.430         -1.648|         45.975         52.170         -6.195|        -20.194        -24.740          4.546|
     02_91                 Electrocyclic|         29.339         31.000         -1.661|         48.989         54.550         -5.561|        -19.650        -23.550          3.900|
     02_92                 Electrocyclic|         20.854         23.660         -2.806|         47.163         53.480         -6.317|        -26.310        -29.820          3.510|
     02_93                 Electrocyclic|         26.356         28.690         -2.334|         48.747         54.950         -6.203|        -22.391        -26.260          3.869|
     02_94                 Electrocyclic|         22.627         25.600         -2.973|         48.469         54.460         -5.991|        -25.842        -28.860          3.018|
     02_95                 Electrocyclic|         25.453         28.020         -2.567|         50.182         55.880         -5.698|        -24.729        -27.860          3.131|
     02_96                 Electrocyclic|          7.164         11.390         -4.226|         17.296         15.190          2.106|        -10.132         -3.800         -6.332|
     02_97                 Electrocyclic|         39.537         43.520         -3.983|         18.578         21.760         -3.182|         20.959         21.760         -0.801|
     02_98                 Electrocyclic|         32.442         33.080         -0.638|         46.900         45.420          1.480|        -14.458        -12.340         -2.118|
     02_99                 Electrocyclic|         44.514         44.280          0.234|         57.247         54.350          2.897|        -12.733        -10.070         -2.663|
    02_100                 Electrocyclic|         35.770         36.070         -0.300|         19.373         19.790         -0.417|         16.397         16.280          0.117|
    02_101                 Electrocyclic|         41.919         41.800          0.119|         45.496         45.810         -0.314|         -3.577         -4.010          0.433|
    02_102                 Electrocyclic|         38.584         38.730         -0.146|         36.733         36.550          0.183|          1.851          2.180         -0.329|
    02_103                 Electrocyclic|         36.621         36.240          0.381|         36.687         36.680          0.007|         -0.066         -0.440          0.374|
    02_104                 Electrocyclic|         13.170         13.100          0.070|         39.635         40.490         -0.855|        -26.465        -27.390          0.925|
    02_105                 Electrocyclic|         49.735         48.250          1.485|         43.242         42.240          1.002|          6.493          6.010          0.483|
    02_106           [4+6]cycloaddition|          9.147         11.530         -2.383|          7.204         29.790        -22.586|          1.942        -18.260         20.202|
    02_107           [6+4]cycloaddition|          9.147         11.530         -2.383|         13.757         36.380        -22.623|         -4.611        -24.850         20.239|
    02_108           [8+2]cycloaddition|          9.147         11.530         -2.383|         11.821         35.010        -23.189|         -2.674        -23.480         20.806|
    02_109           [3,3]rearrangement|         43.424         43.450         -0.026|         53.408         50.580          2.828|         -9.984         -7.130         -2.854|
    02_110           [3,3]rearrangement|         43.424         43.450         -0.026|         54.684         57.370         -2.686|        -11.260        -13.920          2.660|
    02_111           [3,3]rearrangement|         38.866         36.960          1.906|         50.696         51.170         -0.474|        -11.830        -14.220          2.390|
    02_112           [4+6]cycloaddition|         10.338         12.840         -2.502|          8.569         31.120        -22.551|          1.769        -18.280         20.049|
    02_113           [6+4]cycloaddition|         10.338         12.840         -2.502|         13.978         36.750        -22.772|         -3.640        -23.910         20.270|
    02_114           [8+2]cycloaddition|         10.338         12.840         -2.502|         15.524         37.940        -22.416|         -5.186        -25.100         19.914|
    02_115           [4+6]cycloaddition|         10.196         11.830         -1.634|          8.427         30.110        -21.683|          1.769        -18.280         20.049|
    02_116           [6+4]cycloaddition|         10.196         11.830         -1.634|         13.746         35.810        -22.064|         -3.550        -23.980         20.430|
    02_117           [8+2]cycloaddition|         10.196         11.830         -1.634|         19.659         40.210        -20.551|         -9.464        -28.380         18.916|
    02_118          [4+2]intramolecular|         17.743         22.520         -4.777|         24.640         41.610        -16.970|         -6.897        -19.090         12.193|
    02_119          [6+4]intramolecular|         14.187         18.910         -4.723|         30.226         47.580        -17.354|        -16.039        -28.670         12.631|
    02_120          [4+2]intramolecular|         12.194         16.790         -4.596|         25.722         43.120        -17.398|        -13.528        -26.330         12.802|
    02_121          [6+4]intramolecular|         12.194         16.790         -4.596|         36.471         54.330        -17.859|        -24.276        -37.540         13.264|
    02_122          [4+2]intramolecular|         13.081         19.290         -6.209|         18.114         37.460        -19.346|         -5.033        -18.170         13.137|
    02_123          [6+4]intramolecular|         13.081         19.290         -6.209|         23.554         41.950        -18.396|        -10.472        -22.660         12.188|
    02_124          [4+2]intramolecular|         18.876         21.680         -2.804|         29.609         46.020        -16.411|        -10.733        -24.340         13.607|
    02_125          [6+4]intramolecular|         18.876         21.680         -2.804|         32.192         47.320        -15.128|        -13.316        -25.640         12.324|
    02_126           [3,3]rearrangement|         15.694         20.250         -4.556|         21.280         26.190         -4.910|         -5.586         -5.950          0.364|
    02_127           [3,3]rearrangement|         15.681         20.950         -5.269|         26.429         32.160         -5.731|        -10.748        -11.210          0.462|
    02_128           [3,3]rearrangement|         26.282         32.740         -6.458|         42.294         41.450          0.844|        -16.012         -8.710         -7.302|
    02_129           [3,3]rearrangement|         26.916         34.420         -7.504|         37.419         40.150         -2.731|        -10.503         -5.730         -4.773|
    02_130           [3,3]rearrangement|         28.303         35.400         -7.097|         41.488         43.320         -1.832|        -13.185         -7.920         -5.265|
    02_131           [3,3]rearrangement|         25.324         32.390         -7.066|         43.931         43.380          0.551|        -18.607        -10.990         -7.617|
    02_132           [3,3]rearrangement|         25.772         32.920         -7.148|         38.998         41.100         -2.102|        -13.227         -8.180         -5.047|
    02_133           [3,3]rearrangement|         27.411         33.840         -6.429|         43.616         44.830         -1.214|        -16.204        -10.990         -5.214|
    02_134           [3,3]rearrangement|         27.992         32.080         -4.088|         46.567         49.610         -3.043|        -18.575        -17.530         -1.045|
    02_135           [3,3]rearrangement|         24.948         28.350         -3.402|         39.245         44.420         -5.175|        -14.297        -16.070          1.773|
    02_136           [3,3]rearrangement|         21.357         29.790         -8.433|         37.744         45.830         -8.086|        -16.386        -16.040         -0.346|
    02_137           [3,3]rearrangement|         16.930         25.980         -9.050|         31.679         41.350         -9.671|        -14.749        -15.370          0.621|
    02_138           [3,3]rearrangement|         23.683         31.940         -8.257|         20.342         28.090         -7.748|          3.342          3.850         -0.508|
    02_139           [3,3]rearrangement|         30.492         34.370         -3.878|         48.399         50.960         -2.561|        -17.907        -16.590         -1.317|
    02_140        [2+2+2]intramolecular|         54.136         54.840         -0.704|        143.173        144.390         -1.217|        -89.036        -89.550          0.514|
