      NAME                          TYPE|                                   FORWARD BH|                                   REVERSE BH|                              REACTION ENERGY|
     02_49                   Diels-Alder|         13.625         13.950         -0.325|         51.354         47.200          4.154|        -37.729        -33.240         -4.489|
     02_50           [3+2]cycloaddition|         18.196         18.440         -0.244|         37.818         35.480          2.338|        -19.623        -17.040         -2.583|
     02_51           [3+2]cycloaddition|         -6.383         -1.950         -4.433|         22.873         24.260         -1.387|        -29.255        -26.210         -3.045|
     02_52           [3+2]cycloaddition|         10.716         12.390         -1.674|         39.775         36.110          3.665|        -29.059        -23.720         -5.339|
     02_53           [3+2]cycloaddition|          8.202         10.450         -2.248|         38.667         35.890          2.777|        -30.466        -25.440         -5.026|
     02_54           [3+2]cycloaddition|         -4.272         -0.120         -4.152|         28.093         26.380          1.713|        -32.364        -26.500         -5.864|
     02_55           [3+2]cycloaddition|         11.970         12.650         -0.680|         58.126         52.780          5.346|        -46.156        -40.120         -6.036|
     02_56           [3+2]cycloaddition|         10.827         11.600         -0.773|         99.474         91.820          7.654|        -88.646        -80.210         -8.436|
     02_57           [3+2]cycloaddition|          7.132          8.100         -0.968|         92.038         84.960          7.078|        -84.906        -76.870         -8.036|
     02_58           [3+2]cycloaddition|         14.810         15.430         -0.620|         74.019         68.290          5.729|        -59.209        -52.860         -6.349|
     02_59           [3+2]cycloaddition|         14.739         15.300         -0.561|         73.644         67.990          5.654|        -58.905        -52.690         -6.215|
     02_60           [3+2]cycloaddition|          4.881          5.930         -1.049|         94.601         86.940          7.661|        -89.719        -81.000         -8.719|
     02_61           [3+2]cycloaddition|          0.186          0.410         -0.224|         60.107         56.600          3.507|        -59.921        -56.190         -3.731|
     02_62           [3+2]cycloaddition|          3.928          3.870          0.058|         62.266         58.420          3.846|        -58.338        -54.550         -3.788|
     02_63           [3+2]cycloaddition|         17.451         16.870          0.581|         44.720         41.500          3.220|        -27.269        -24.630         -2.639|
     02_64           [3+2]cycloaddition|          5.460          5.380          0.080|         54.360         50.910          3.450|        -48.899        -45.540         -3.359|
     02_65           [3+2]cycloaddition|          7.785          8.080         -0.295|         60.572         56.870          3.702|        -52.787        -48.790         -3.997|
     02_66           [3+2]cycloaddition|          6.401          6.790         -0.389|         59.076         55.770          3.306|        -52.675        -48.980         -3.695|
     02_67           [3+2]cycloaddition|          7.725          6.930          0.795|         38.150         34.090          4.060|        -30.425        -27.160         -3.265|
     02_68           [3+2]cycloaddition|          9.888          8.700          1.188|         39.164         35.150          4.014|        -29.276        -26.450         -2.826|
     02_69           [3+2]cycloaddition|         14.634         13.350          1.284|         42.912         38.420          4.492|        -28.277        -25.070         -3.207|
     02_70           [3+2]cycloaddition|         36.586         33.300          3.286|         44.423         41.800          2.623|         -7.837         -8.510          0.673|
     02_71           [3+2]cycloaddition|         38.001         34.780          3.221|         42.857         40.160          2.697|         -4.856         -5.380          0.524|
     02_72           [3+2]cycloaddition|         27.165         26.380          0.785|         54.730         51.440          3.290|        -27.565        -25.060         -2.505|
     02_73           [3+2]cycloaddition|          9.641         10.060         -0.419|         49.132         45.530          3.602|        -39.491        -35.470         -4.021|
     02_74           [3+2]cycloaddition|         27.597         27.860         -0.263|         28.603         26.230          2.373|         -1.006          1.630         -2.636|
     02_75           [3+2]cycloaddition|          9.632          9.790         -0.158|         45.290         41.830          3.460|        -35.658        -32.040         -3.618|
     02_76           [3+2]cycloaddition|         20.044         20.350         -0.306|         40.078         37.370          2.708|        -20.034        -17.020         -3.014|
     02_77           [3+2]cycloaddition|          6.983          6.990         -0.007|         50.279         46.280          3.999|        -43.296        -39.300         -3.996|
     02_78           [3+2]cycloaddition|         19.089         19.130         -0.041|         41.200         38.270          2.930|        -22.111        -19.140         -2.971|
     02_79           [3+2]cycloaddition|          1.659          1.940         -0.281|         45.854         42.250          3.604|        -44.195        -40.310         -3.885|
     02_80           [3+2]cycloaddition|         28.399         28.380          0.019|         44.711         41.250          3.461|        -16.312        -12.870         -3.442|
     02_81           [3+2]cycloaddition|         11.017         11.140         -0.123|         46.255         43.060          3.195|        -35.237        -31.920         -3.317|
     02_82                 Electrocyclic|         10.714         10.610          0.104|         41.689         37.950          3.739|        -30.974        -27.340         -3.634|
     02_83                 Electrocyclic|         18.359         17.650          0.709|         47.647         44.980          2.667|        -29.288        -27.330         -1.958|
     02_84                 Electrocyclic|         27.080         26.680          0.400|         53.729         50.510          3.219|        -26.648        -23.830         -2.818|
     02_85                 Electrocyclic|         31.182         30.660          0.522|         54.712         51.430          3.282|        -23.531        -20.780         -2.751|
     02_86                 Electrocyclic|         28.695         27.740          0.955|         56.637         52.700          3.937|        -27.941        -24.960         -2.981|
     02_87                 Electrocyclic|         31.713         30.730          0.983|         57.670         53.650          4.020|        -25.957        -22.910         -3.047|
     02_88                 Electrocyclic|         25.004         24.910          0.094|         54.801         51.360          3.441|        -29.797        -26.450         -3.347|
     02_89                 Electrocyclic|         28.661         28.620          0.041|         56.362         52.880          3.482|        -27.701        -24.260         -3.441|
     02_90                 Electrocyclic|         27.801         27.430          0.371|         55.442         52.170          3.272|        -27.641        -24.740         -2.901|
     02_91                 Electrocyclic|         31.481         31.000          0.481|         57.979         54.550          3.429|        -26.498        -23.550         -2.948|
     02_92                 Electrocyclic|         23.743         23.660          0.083|         57.250         53.480          3.770|        -33.507        -29.820         -3.687|
     02_93                 Electrocyclic|         29.302         28.690          0.612|         59.017         54.950          4.067|        -29.715        -26.260         -3.455|
     02_94                 Electrocyclic|         25.586         25.600         -0.014|         57.917         54.460          3.457|        -32.332        -28.860         -3.472|
     02_95                 Electrocyclic|         28.014         28.020         -0.006|         59.366         55.880          3.486|        -31.352        -27.860         -3.492|
     02_96                 Electrocyclic|         11.968         11.390          0.578|         15.754         15.190          0.564|         -3.786         -3.800          0.014|
     02_97                 Electrocyclic|         46.346         43.520          2.826|         22.699         21.760          0.939|         23.648         21.760          1.888|
     02_98                 Electrocyclic|         35.752         33.080          2.672|         47.448         45.420          2.028|        -11.696        -12.340          0.644|
     02_99                 Electrocyclic|         48.500         44.280          4.220|         57.783         54.350          3.433|         -9.283        -10.070          0.787|
    02_100                 Electrocyclic|         39.000         36.070          2.930|         19.596         19.790         -0.194|         19.404         16.280          3.124|
    02_101                 Electrocyclic|         46.038         41.800          4.238|         48.765         45.810          2.955|         -2.727         -4.010          1.283|
    02_102                 Electrocyclic|         40.517         38.730          1.787|         39.977         36.550          3.427|          0.539          2.180         -1.641|
    02_103                 Electrocyclic|         38.216         36.240          1.976|         40.034         36.680          3.354|         -1.818         -0.440         -1.378|
    02_104                 Electrocyclic|         12.683         13.100         -0.417|         43.631         40.490          3.141|        -30.948        -27.390         -3.558|
    02_105                 Electrocyclic|         51.521         48.250          3.271|         46.279         42.240          4.039|          5.242          6.010         -0.768|
    02_106           [4+6]cycloaddition|         11.680         11.530          0.150|         31.583         29.790          1.793|        -19.903        -18.260         -1.643|
    02_107           [6+4]cycloaddition|         11.680         11.530          0.150|         38.686         36.380          2.306|        -27.006        -24.850         -2.156|
    02_108           [8+2]cycloaddition|         11.680         11.530          0.150|         37.437         35.010          2.427|        -25.757        -23.480         -2.277|
    02_109           [3,3]rearrangement|         46.908         43.450          3.458|         54.378         50.580          3.798|         -7.470         -7.130         -0.340|
    02_110           [3,3]rearrangement|         46.908         43.450          3.458|         60.130         57.370          2.760|        -13.222        -13.920          0.698|
    02_111           [3,3]rearrangement|         40.550         36.960          3.590|         54.351         51.170          3.181|        -13.801        -14.220          0.419|
    02_112           [4+6]cycloaddition|         12.605         12.840         -0.235|         32.324         31.120          1.204|        -19.719        -18.280         -1.439|
    02_113           [6+4]cycloaddition|         12.606         12.840         -0.234|         38.464         36.750          1.714|        -25.859        -23.910         -1.949|
    02_114           [8+2]cycloaddition|         12.606         12.840         -0.234|         39.291         37.940          1.351|        -26.686        -25.100         -1.586|
    02_115           [4+6]cycloaddition|         12.384         11.830          0.554|         32.104         30.110          1.994|        -19.719        -18.280         -1.439|
    02_116           [6+4]cycloaddition|         12.384         11.830          0.554|         38.395         35.810          2.585|        -26.010        -23.980         -2.030|
    02_117           [8+2]cycloaddition|         12.384         11.830          0.554|         42.997         40.210          2.787|        -30.613        -28.380         -2.233|
    02_118          [4+2]intramolecular|         22.839         22.520          0.319|         46.576         41.610          4.966|        -23.737        -19.090         -4.647|
    02_119          [6+4]intramolecular|         19.352         18.910          0.442|         51.671         47.580          4.091|        -32.319        -28.670         -3.649|
    02_120          [4+2]intramolecular|         16.762         16.790         -0.028|         47.050         43.120          3.930|        -30.289        -26.330         -3.959|
    02_121          [6+4]intramolecular|         16.762         16.790         -0.028|         58.634         54.330          4.304|        -41.872        -37.540         -4.332|
    02_122          [4+2]intramolecular|         20.034         19.290          0.744|         41.041         37.460          3.581|        -21.007        -18.170         -2.837|
    02_123          [6+4]intramolecular|         20.034         19.290          0.744|         46.253         41.950          4.303|        -26.220        -22.660         -3.560|
    02_124          [4+2]intramolecular|         21.496         21.680         -0.184|         49.980         46.020          3.960|        -28.484        -24.340         -4.144|
    02_125          [6+4]intramolecular|         21.496         21.680         -0.184|         51.097         47.320          3.777|        -29.601        -25.640         -3.961|
    02_126           [3,3]rearrangement|         22.700         20.250          2.450|         27.795         26.190          1.605|         -5.095         -5.950          0.855|
    02_127           [3,3]rearrangement|         22.770         20.950          1.820|         34.354         32.160          2.194|        -11.584        -11.210         -0.374|
    02_128           [3,3]rearrangement|         34.749         32.740          2.009|         44.456         41.450          3.006|         -9.707         -8.710         -0.997|
    02_129           [3,3]rearrangement|         36.951         34.420          2.531|         42.766         40.150          2.616|         -5.815         -5.730         -0.085|
    02_130           [3,3]rearrangement|         37.958         35.400          2.558|         46.179         43.320          2.859|         -8.221         -7.920         -0.301|
    02_131           [3,3]rearrangement|         33.564         32.390          1.174|         45.873         43.380          2.493|        -12.309        -10.990         -1.319|
    02_132           [3,3]rearrangement|         35.198         32.920          2.278|         43.818         41.100          2.718|         -8.621         -8.180         -0.441|
    02_133           [3,3]rearrangement|         36.120         33.840          2.280|         48.007         44.830          3.177|        -11.887        -10.990         -0.897|
    02_134           [3,3]rearrangement|         34.961         32.080          2.881|         51.835         49.610          2.225|        -16.874        -17.530          0.656|
    02_135           [3,3]rearrangement|         31.419         28.350          3.069|         46.463         44.420          2.043|        -15.044        -16.070          1.026|
    02_136           [3,3]rearrangement|         33.076         29.790          3.286|         48.554         45.830          2.724|        -15.478        -16.040          0.562|
    02_137           [3,3]rearrangement|         29.789         25.980          3.809|         43.974         41.350          2.624|        -14.185        -15.370          1.185|
    02_138           [3,3]rearrangement|         35.055         31.940          3.115|         28.561         28.090          0.471|          6.494          3.850          2.644|
    02_139           [3,3]rearrangement|         37.293         34.370          2.923|         53.746         50.960          2.786|        -16.454        -16.590          0.136|
    02_140        [2+2+2]intramolecular|         55.934         54.840          1.094|        155.861        144.390         11.471|        -99.927        -89.550        -10.377|
