      NAME                          TYPE|                                   FORWARD BH|                                   REVERSE BH|                              REACTION ENERGY|
     02_34                   Diels-Alder|         17.619         18.280         -0.661|         31.389         30.480          0.909|        -13.769        -12.210         -1.559|
     02_35                   Diels-Alder|         15.866         16.530         -0.664|         30.520         29.810          0.710|        -14.654        -13.280         -1.374|
     02_36                   Diels-Alder|         15.027         15.490         -0.463|         34.578         33.650          0.928|        -19.551        -18.160         -1.391|
     02_37                   Diels-Alder|         16.574         17.000         -0.426|         35.579         34.430          1.149|        -19.005        -17.430         -1.575|
     02_38                   Diels-Alder|         24.158         22.730          1.428|         37.476         36.090          1.386|        -13.319        -13.360          0.041|
     02_39                   Diels-Alder|         39.272         37.420          1.852|         40.965         39.320          1.645|         -1.693         -1.900          0.207|
     02_40                   Diels-Alder|         14.032         14.260         -0.228|         28.091         27.770          0.321|        -14.060        -13.510         -0.550|
     02_41                   Diels-Alder|         29.143         28.060          1.083|         32.324         31.780          0.544|         -3.181         -3.720          0.539|
     02_42                   Diels-Alder|          8.670          8.580          0.090|         48.844         47.740          1.104|        -40.175        -39.150         -1.025|
     02_43                   Diels-Alder|         16.905         16.350          0.555|         50.296         48.760          1.536|        -33.390        -32.410         -0.980|
     02_44                   Diels-Alder|         16.872         16.640          0.232|         54.227         53.180          1.047|        -37.354        -36.540         -0.814|
     02_45                   Diels-Alder|         16.662         16.980         -0.318|         60.759         59.460          1.299|        -44.097        -42.480         -1.617|
     02_46                   Diels-Alder|         26.381         26.480         -0.099|         53.135         51.360          1.775|        -26.754        -24.880         -1.874|
     02_47                   Diels-Alder|         -2.434         -1.340         -1.094|         88.928         88.510          0.418|        -91.362        -89.850         -1.512|
     02_48                   Diels-Alder|          0.370          1.980         -1.610|         88.169         86.440          1.729|        -87.800        -84.470         -3.330|
     02_49                   Diels-Alder|         13.068         13.950         -0.882|         49.243         47.200          2.043|        -36.175        -33.240         -2.935|
     02_50           [3+2]cycloaddition|         18.206         18.440         -0.234|         37.058         35.480          1.578|        -18.852        -17.040         -1.812|
     02_51           [3+2]cycloaddition|         -3.951         -1.950         -2.001|         24.129         24.260         -0.131|        -28.080        -26.210         -1.870|
     02_52           [3+2]cycloaddition|         11.748         12.390         -0.642|         38.817         36.110          2.707|        -27.069        -23.720         -3.349|
     02_53           [3+2]cycloaddition|          8.055         10.450         -2.395|         37.194         35.890          1.304|        -29.139        -25.440         -3.699|
     02_54           [3+2]cycloaddition|         -1.875         -0.120         -1.755|         26.830         26.380          0.450|        -28.706        -26.500         -2.206|
     02_55           [3+2]cycloaddition|         13.259         12.650          0.609|         56.236         52.780          3.456|        -42.977        -40.120         -2.857|
     02_56           [3+2]cycloaddition|         12.058         11.600          0.458|         96.305         91.820          4.485|        -84.247        -80.210         -4.037|
     02_57           [3+2]cycloaddition|          8.772          8.100          0.672|         90.129         84.960          5.169|        -81.358        -76.870         -4.488|
     02_58           [3+2]cycloaddition|         16.351         15.430          0.921|         71.503         68.290          3.213|        -55.152        -52.860         -2.292|
     02_59           [3+2]cycloaddition|         16.070         15.300          0.770|         71.039         67.990          3.049|        -54.969        -52.690         -2.279|
     02_60           [3+2]cycloaddition|          5.996          5.930          0.066|         91.488         86.940          4.548|        -85.492        -81.000         -4.492|
     02_61           [3+2]cycloaddition|         -0.232          0.410         -0.642|         54.993         56.600         -1.607|        -55.225        -56.190          0.965|
     02_62           [3+2]cycloaddition|          3.897          3.870          0.027|         57.312         58.420         -1.108|        -53.415        -54.550          1.135|
     02_63           [3+2]cycloaddition|         17.198         16.870          0.328|         41.327         41.500         -0.173|        -24.130        -24.630          0.500|
     02_64           [3+2]cycloaddition|          5.920          5.380          0.540|         50.430         50.910         -0.480|        -44.510        -45.540          1.030|
     02_65           [3+2]cycloaddition|          8.044          8.080         -0.036|         55.654         56.870         -1.216|        -47.610        -48.790          1.180|
     02_66           [3+2]cycloaddition|          5.840          6.790         -0.950|         54.000         55.770         -1.770|        -48.160        -48.980          0.820|
     02_67           [3+2]cycloaddition|          6.788          6.930         -0.142|         36.822         34.090          2.732|        -30.034        -27.160         -2.874|
     02_68           [3+2]cycloaddition|          8.608          8.700         -0.092|         37.773         35.150          2.623|        -29.165        -26.450         -2.715|
     02_69           [3+2]cycloaddition|         13.476         13.350          0.126|         41.086         38.420          2.666|        -27.610        -25.070         -2.540|
     02_70           [3+2]cycloaddition|         33.920         33.300          0.620|         44.323         41.800          2.523|        -10.403         -8.510         -1.893|
     02_71           [3+2]cycloaddition|         35.368         34.780          0.588|         42.697         40.160          2.537|         -7.329         -5.380         -1.949|
     02_72           [3+2]cycloaddition|         29.424         26.380          3.044|         53.668         51.440          2.228|        -24.244        -25.060          0.816|
     02_73           [3+2]cycloaddition|          9.443         10.060         -0.617|         46.322         45.530          0.792|        -36.879        -35.470         -1.409|
     02_74           [3+2]cycloaddition|         27.499         27.860         -0.361|         27.032         26.230          0.802|          0.468          1.630         -1.162|
     02_75           [3+2]cycloaddition|          9.219          9.790         -0.571|         42.660         41.830          0.830|        -33.441        -32.040         -1.401|
     02_76           [3+2]cycloaddition|         20.820         20.350          0.470|         38.070         37.370          0.700|        -17.250        -17.020         -0.230|
     02_77           [3+2]cycloaddition|          6.440          6.990         -0.550|         47.652         46.280          1.372|        -41.212        -39.300         -1.912|
     02_78           [3+2]cycloaddition|         19.900         19.130          0.770|         39.182         38.270          0.912|        -19.282        -19.140         -0.142|
     02_79           [3+2]cycloaddition|          0.926          1.940         -1.014|         43.067         42.250          0.817|        -42.141        -40.310         -1.831|
     02_80           [3+2]cycloaddition|         29.004         28.380          0.624|         42.209         41.250          0.959|        -13.205        -12.870         -0.335|
     02_81           [3+2]cycloaddition|         10.482         11.140         -0.658|         43.308         43.060          0.248|        -32.826        -31.920         -0.906|
     02_82                 Electrocyclic|         10.097         10.610         -0.513|         38.718         37.950          0.768|        -28.622        -27.340         -1.282|
     02_83                 Electrocyclic|         16.930         17.650         -0.720|         44.672         44.980         -0.308|        -27.742        -27.330         -0.412|
     02_84                 Electrocyclic|         27.241         26.680          0.561|         51.589         50.510          1.079|        -24.348        -23.830         -0.518|
     02_85                 Electrocyclic|         30.946         30.660          0.286|         52.669         51.430          1.239|        -21.723        -20.780         -0.943|
     02_86                 Electrocyclic|         27.519         27.740         -0.221|         53.175         52.700          0.475|        -25.656        -24.960         -0.696|
     02_87                 Electrocyclic|         30.798         30.730          0.068|         54.993         53.650          1.343|        -24.196        -22.910         -1.286|
     02_88                 Electrocyclic|         25.656         24.910          0.746|         52.402         51.360          1.042|        -26.746        -26.450         -0.296|
     02_89                 Electrocyclic|         28.987         28.620          0.367|         54.317         52.880          1.437|        -25.330        -24.260         -1.070|
     02_90                 Electrocyclic|         27.889         27.430          0.459|         53.333         52.170          1.163|        -25.444        -24.740         -0.704|
     02_91                 Electrocyclic|         31.222         31.000          0.222|         55.943         54.550          1.393|        -24.721        -23.550         -1.171|
     02_92                 Electrocyclic|         24.872         23.660          1.212|         54.611         53.480          1.131|        -29.739        -29.820          0.081|
     02_93                 Electrocyclic|         29.612         28.690          0.922|         56.323         54.950          1.373|        -26.711        -26.260         -0.451|
     02_94                 Electrocyclic|         26.945         25.600          1.345|         55.713         54.460          1.253|        -28.768        -28.860          0.092|
     02_95                 Electrocyclic|         29.067         28.020          1.047|         57.418         55.880          1.538|        -28.350        -27.860         -0.490|
     02_96                 Electrocyclic|         10.850         11.390         -0.540|         15.181         15.190         -0.009|         -4.331         -3.800         -0.531|
     02_97                 Electrocyclic|         44.282         43.520          0.762|         21.578         21.760         -0.182|         22.704         21.760          0.944|
     02_98                 Electrocyclic|         34.015         33.080          0.935|         45.656         45.420          0.236|        -11.641        -12.340          0.699|
     02_99                 Electrocyclic|         45.985         44.280          1.705|         55.185         54.350          0.835|         -9.200        -10.070          0.870|
    02_100                 Electrocyclic|         37.252         36.070          1.182|         19.446         19.790         -0.344|         17.806         16.280          1.526|
    02_101                 Electrocyclic|         43.703         41.800          1.903|         47.278         45.810          1.468|         -3.576         -4.010          0.434|
    02_102                 Electrocyclic|         39.688         38.730          0.958|         38.192         36.550          1.642|          1.496          2.180         -0.684|
    02_103                 Electrocyclic|         36.998         36.240          0.758|         38.044         36.680          1.364|         -1.046         -0.440         -0.606|
    02_104                 Electrocyclic|         12.322         13.100         -0.778|         41.568         40.490          1.078|        -29.247        -27.390         -1.857|
    02_105                 Electrocyclic|         49.887         48.250          1.637|         44.109         42.240          1.869|          5.778          6.010         -0.232|
    02_106           [4+6]cycloaddition|         11.401         11.530         -0.129|         31.601         29.790          1.811|        -20.200        -18.260         -1.940|
    02_107           [6+4]cycloaddition|         11.401         11.530         -0.129|         37.753         36.380          1.373|        -26.352        -24.850         -1.502|
    02_108           [8+2]cycloaddition|         11.401         11.530         -0.129|         36.473         35.010          1.463|        -25.072        -23.480         -1.592|
    02_109           [3,3]rearrangement|         46.405         43.450          2.955|         53.119         50.580          2.539|         -6.713         -7.130          0.417|
    02_110           [3,3]rearrangement|         46.405         43.450          2.955|         58.857         57.370          1.487|        -12.452        -13.920          1.468|
    02_111           [3,3]rearrangement|         40.978         36.960          4.018|         53.991         51.170          2.821|        -13.013        -14.220          1.207|
    02_112           [4+6]cycloaddition|         12.035         12.840         -0.805|         32.478         31.120          1.358|        -20.444        -18.280         -2.164|
    02_113           [6+4]cycloaddition|         12.035         12.840         -0.805|         37.514         36.750          0.764|        -25.479        -23.910         -1.569|
    02_114           [8+2]cycloaddition|         12.035         12.840         -0.805|         39.536         37.940          1.596|        -27.502        -25.100         -2.402|
    02_115           [4+6]cycloaddition|         11.903         11.830          0.073|         32.347         30.110          2.237|        -20.444        -18.280         -2.164|
    02_116           [6+4]cycloaddition|         11.903         11.830          0.073|         37.483         35.810          1.673|        -25.579        -23.980         -1.599|
    02_117           [8+2]cycloaddition|         11.903         11.830          0.073|         42.768         40.210          2.558|        -30.865        -28.380         -2.485|
    02_118          [4+2]intramolecular|         23.756         22.520          1.236|         45.923         41.610          4.313|        -22.167        -19.090         -3.077|
    02_119          [6+4]intramolecular|         20.318         18.910          1.408|         50.429         47.580          2.849|        -30.112        -28.670         -1.442|
    02_120          [4+2]intramolecular|         18.056         16.790          1.266|         46.082         43.120          2.962|        -28.026        -26.330         -1.696|
    02_121          [6+4]intramolecular|         18.056         16.790          1.266|         57.202         54.330          2.872|        -39.146        -37.540         -1.606|
    02_122          [4+2]intramolecular|         21.012         19.290          1.722|         41.868         37.460          4.408|        -20.856        -18.170         -2.686|
    02_123          [6+4]intramolecular|         21.012         19.290          1.722|         46.056         41.950          4.106|        -25.044        -22.660         -2.384|
    02_124          [4+2]intramolecular|         23.329         21.680          1.649|         48.812         46.020          2.792|        -25.483        -24.340         -1.143|
    02_125          [6+4]intramolecular|         23.329         21.680          1.649|         49.601         47.320          2.281|        -26.272        -25.640         -0.632|
    02_126           [3,3]rearrangement|         23.213         20.250          2.963|         27.719         26.190          1.529|         -4.506         -5.950          1.444|
    02_127           [3,3]rearrangement|         23.104         20.950          2.154|         34.224         32.160          2.064|        -11.120        -11.210          0.090|
    02_128           [3,3]rearrangement|         33.317         32.740          0.577|         44.259         41.450          2.809|        -10.942         -8.710         -2.232|
    02_129           [3,3]rearrangement|         35.294         34.420          0.874|         42.641         40.150          2.491|         -7.347         -5.730         -1.617|
    02_130           [3,3]rearrangement|         36.390         35.400          0.990|         46.136         43.320          2.816|         -9.746         -7.920         -1.826|
    02_131           [3,3]rearrangement|         32.240         32.390         -0.150|         45.925         43.380          2.545|        -13.685        -10.990         -2.695|
    02_132           [3,3]rearrangement|         33.626         32.920          0.706|         43.990         41.100          2.890|        -10.364         -8.180         -2.184|
    02_133           [3,3]rearrangement|         34.764         33.840          0.924|         48.064         44.830          3.234|        -13.300        -10.990         -2.310|
    02_134           [3,3]rearrangement|         33.022         32.080          0.942|         50.514         49.610          0.904|        -17.492        -17.530          0.038|
    02_135           [3,3]rearrangement|         29.554         28.350          1.204|         45.751         44.420          1.331|        -16.197        -16.070         -0.127|
    02_136           [3,3]rearrangement|         30.817         29.790          1.027|         46.837         45.830          1.007|        -16.020        -16.040          0.020|
    02_137           [3,3]rearrangement|         27.361         25.980          1.381|         42.741         41.350          1.391|        -15.380        -15.370         -0.010|
    02_138           [3,3]rearrangement|         32.796         31.940          0.856|         28.948         28.090          0.858|          3.848          3.850         -0.002|
    02_139           [3,3]rearrangement|         35.744         34.370          1.374|         52.846         50.960          1.886|        -17.101        -16.590         -0.511|
    02_140        [2+2+2]intramolecular|         55.917         54.840          1.077|        150.113        144.390          5.723|        -94.196        -89.550         -4.646|
