      NAME                          TYPE|                                   FORWARD BH|                                   REVERSE BH|                              REACTION ENERGY|
     02_41                   Diels-Alder|         25.487         28.060         -2.573|         36.774         31.780          4.994|        -11.288         -3.720         -7.568|
     02_42                   Diels-Alder|          3.467          8.580         -5.113|         55.065         47.740          7.325|        -51.599        -39.150        -12.449|
     02_43                   Diels-Alder|         12.764         16.350         -3.586|         57.121         48.760          8.361|        -44.357        -32.410        -11.947|
     02_44                   Diels-Alder|         13.031         16.640         -3.609|         61.696         53.180          8.516|        -48.665        -36.540        -12.125|
     02_45                   Diels-Alder|         12.175         16.980         -4.805|         69.730         59.460         10.270|        -57.556        -42.480        -15.076|
     02_46                   Diels-Alder|         21.821         26.480         -4.659|         60.519         51.360          9.159|        -38.698        -24.880        -13.818|
     02_47                   Diels-Alder|         -4.046         -1.340         -2.706|         99.289         88.510         10.779|       -103.335        -89.850        -13.485|
     02_48                   Diels-Alder|         -1.999          1.980         -3.979|         98.057         86.440         11.617|       -100.055        -84.470        -15.585|
     02_49                   Diels-Alder|          8.555         13.950         -5.395|         56.289         47.200          9.089|        -47.735        -33.240        -14.495|
     02_50           [3+2]cycloaddition|         14.876         18.440         -3.564|         42.760         35.480          7.280|        -27.884        -17.040        -10.844|
     02_51           [3+2]cycloaddition|         -7.550         -1.950         -5.600|         30.271         24.260          6.011|        -37.821        -26.210        -11.611|
     02_52           [3+2]cycloaddition|          8.367         12.390         -4.023|         44.200         36.110          8.090|        -35.833        -23.720        -12.113|
     02_53           [3+2]cycloaddition|          5.934         10.450         -4.516|         42.853         35.890          6.963|        -36.919        -25.440        -11.479|
     02_54           [3+2]cycloaddition|         -6.124         -0.120         -6.004|         31.822         26.380          5.442|        -37.945        -26.500        -11.445|
     02_55           [3+2]cycloaddition|         12.049         12.650         -0.601|         63.153         52.780         10.373|        -51.104        -40.120        -10.984|
     02_56           [3+2]cycloaddition|         11.112         11.600         -0.488|        106.875         91.820         15.055|        -95.763        -80.210        -15.553|
     02_57           [3+2]cycloaddition|          6.776          8.100         -1.324|         98.950         84.960         13.990|        -92.174        -76.870        -15.304|
     02_58           [3+2]cycloaddition|         14.809         15.430         -0.621|         80.005         68.290         11.715|        -65.196        -52.860        -12.336|
     02_59           [3+2]cycloaddition|         14.800         15.300         -0.500|         79.734         67.990         11.744|        -64.934        -52.690        -12.244|
     02_60           [3+2]cycloaddition|          5.015          5.930         -0.915|        102.445         86.940         15.505|        -97.430        -81.000        -16.430|
     02_61           [3+2]cycloaddition|         -0.327          0.410         -0.737|         67.340         56.600         10.740|        -67.667        -56.190        -11.477|
     02_62           [3+2]cycloaddition|          3.044          3.870         -0.826|         69.299         58.420         10.879|        -66.255        -54.550        -11.705|
     02_63           [3+2]cycloaddition|         15.581         16.870         -1.289|         50.714         41.500          9.214|        -35.133        -24.630        -10.503|
     02_64           [3+2]cycloaddition|          3.784          5.380         -1.596|         61.272         50.910         10.362|        -57.488        -45.540        -11.948|
     02_65           [3+2]cycloaddition|          5.954          8.080         -2.126|         67.643         56.870         10.773|        -61.689        -48.790        -12.899|
     02_66           [3+2]cycloaddition|          5.342          6.790         -1.448|         66.642         55.770         10.872|        -61.300        -48.980        -12.320|
     02_67           [3+2]cycloaddition|          8.843          6.930          1.913|         44.604         34.090         10.514|        -35.762        -27.160         -8.602|
     02_68           [3+2]cycloaddition|         10.851          8.700          2.151|         45.641         35.150         10.491|        -34.790        -26.450         -8.340|
     02_69           [3+2]cycloaddition|         14.873         13.350          1.523|         49.300         38.420         10.880|        -34.428        -25.070         -9.358|
     02_70           [3+2]cycloaddition|         33.806         33.300          0.506|         49.279         41.800          7.479|        -15.473         -8.510         -6.963|
     02_71           [3+2]cycloaddition|         35.263         34.780          0.483|         47.503         40.160          7.343|        -12.240         -5.380         -6.860|
     02_72           [3+2]cycloaddition|         25.586         26.380         -0.794|         60.088         51.440          8.648|        -34.501        -25.060         -9.441|
     02_73           [3+2]cycloaddition|          7.141         10.060         -2.919|         54.149         45.530          8.619|        -47.008        -35.470        -11.538|
     02_74           [3+2]cycloaddition|         24.732         27.860         -3.128|         33.143         26.230          6.913|         -8.412          1.630        -10.042|
     02_75           [3+2]cycloaddition|          6.824          9.790         -2.966|         50.294         41.830          8.464|        -43.471        -32.040        -11.431|
     02_76           [3+2]cycloaddition|         17.340         20.350         -3.010|         45.249         37.370          7.879|        -27.909        -17.020        -10.889|
     02_77           [3+2]cycloaddition|          4.378          6.990         -2.612|         55.450         46.280          9.170|        -51.073        -39.300        -11.773|
     02_78           [3+2]cycloaddition|         15.930         19.130         -3.200|         46.484         38.270          8.214|        -30.555        -19.140        -11.415|
     02_79           [3+2]cycloaddition|         -0.583          1.940         -2.523|         51.071         42.250          8.821|        -51.654        -40.310        -11.344|
     02_80           [3+2]cycloaddition|         25.787         28.380         -2.593|         49.638         41.250          8.388|        -23.852        -12.870        -10.982|
     02_81           [3+2]cycloaddition|          8.274         11.140         -2.866|         51.416         43.060          8.356|        -43.142        -31.920        -11.222|
     02_82                 Electrocyclic|          8.603         10.610         -2.007|         46.937         37.950          8.987|        -38.334        -27.340        -10.994|
     02_83                 Electrocyclic|         21.055         17.650          3.405|         47.145         44.980          2.165|        -26.090        -27.330          1.240|
     02_84                 Electrocyclic|         25.490         26.680         -1.190|         56.593         50.510          6.083|        -31.103        -23.830         -7.273|
     02_85                 Electrocyclic|         29.413         30.660         -1.247|         57.573         51.430          6.143|        -28.160        -20.780         -7.380|
     02_86                 Electrocyclic|         27.150         27.740         -0.590|         59.325         52.700          6.625|        -32.175        -24.960         -7.215|
     02_87                 Electrocyclic|         29.826         30.730         -0.904|         60.006         53.650          6.356|        -30.180        -22.910         -7.270|
     02_88                 Electrocyclic|         23.301         24.910         -1.609|         57.528         51.360          6.168|        -34.227        -26.450         -7.777|
     02_89                 Electrocyclic|         26.713         28.620         -1.907|         59.089         52.880          6.209|        -32.376        -24.260         -8.116|
     02_90                 Electrocyclic|         26.372         27.430         -1.058|         58.211         52.170          6.041|        -31.839        -24.740         -7.099|
     02_91                 Electrocyclic|         29.843         31.000         -1.157|         60.706         54.550          6.156|        -30.864        -23.550         -7.314|
     02_92                 Electrocyclic|         21.806         23.660         -1.854|         59.535         53.480          6.055|        -37.730        -29.820         -7.910|
     02_93                 Electrocyclic|         27.211         28.690         -1.479|         61.204         54.950          6.254|        -33.992        -26.260         -7.732|
     02_94                 Electrocyclic|         23.721         25.600         -1.879|         60.480         54.460          6.020|        -36.758        -28.860         -7.898|
     02_95                 Electrocyclic|         26.042         28.020         -1.978|         62.039         55.880          6.159|        -35.998        -27.860         -8.138|
     02_96                 Electrocyclic|         14.395         11.390          3.005|         15.172         15.190         -0.018|         -0.777         -3.800          3.023|
     02_97                 Electrocyclic|         48.904         43.520          5.384|         21.241         21.760         -0.519|         27.663         21.760          5.903|
     02_98                 Electrocyclic|         38.163         33.080          5.083|         45.551         45.420          0.131|         -7.388        -12.340          4.952|
     02_99                 Electrocyclic|         51.179         44.280          6.899|         56.198         54.350          1.848|         -5.018        -10.070          5.052|
    02_100                 Electrocyclic|         41.318         36.070          5.248|         17.410         19.790         -2.380|         23.908         16.280          7.628|
    02_101                 Electrocyclic|         48.543         41.800          6.743|         46.670         45.810          0.860|          1.873         -4.010          5.883|
    02_102                 Electrocyclic|         38.891         38.730          0.161|         42.701         36.550          6.151|         -3.810          2.180         -5.990|
    02_103                 Electrocyclic|         36.427         36.240          0.187|         42.636         36.680          5.956|         -6.209         -0.440         -5.769|
    02_104                 Electrocyclic|         10.399         13.100         -2.701|         46.551         40.490          6.061|        -36.152        -27.390         -8.762|
    02_105                 Electrocyclic|         49.539         48.250          1.289|         48.933         42.240          6.693|          0.606          6.010         -5.404|
    02_106           [4+6]cycloaddition|          5.822         11.530         -5.708|         35.171         29.790          5.381|        -29.349        -18.260        -11.089|
    02_107           [6+4]cycloaddition|          5.822         11.530         -5.708|         41.976         36.380          5.596|        -36.154        -24.850        -11.304|
    02_108           [8+2]cycloaddition|          5.822         11.530         -5.708|         40.281         35.010          5.271|        -34.458        -23.480        -10.978|
    02_109           [3,3]rearrangement|         44.368         43.450          0.918|         54.206         50.580          3.626|         -9.838         -7.130         -2.708|
    02_110           [3,3]rearrangement|         44.368         43.450          0.918|         57.534         57.370          0.164|        -13.166        -13.920          0.754|
    02_111           [3,3]rearrangement|         37.927         36.960          0.967|         51.765         51.170          0.595|        -13.837        -14.220          0.383|
    02_112           [4+6]cycloaddition|          6.700         12.840         -6.140|         35.774         31.120          4.654|        -29.074        -18.280        -10.794|
    02_113           [6+4]cycloaddition|          6.700         12.840         -6.140|         41.637         36.750          4.887|        -34.937        -23.910        -11.027|
    02_114           [8+2]cycloaddition|          6.700         12.840         -6.140|         42.139         37.940          4.199|        -35.439        -25.100        -10.339|
    02_115           [4+6]cycloaddition|          6.552         11.830         -5.278|         35.626         30.110          5.516|        -29.074        -18.280        -10.794|
    02_116           [6+4]cycloaddition|          6.552         11.830         -5.278|         41.553         35.810          5.743|        -35.001        -23.980        -11.021|
    02_117           [8+2]cycloaddition|          6.552         11.830         -5.278|         45.431         40.210          5.221|        -38.879        -28.380        -10.499|
    02_118          [4+2]intramolecular|         18.203         22.520         -4.317|         51.453         41.610          9.843|        -33.250        -19.090        -14.160|
    02_119          [6+4]intramolecular|         14.618         18.910         -4.292|         56.790         47.580          9.210|        -42.173        -28.670        -13.503|
    02_120          [4+2]intramolecular|         12.041         16.790         -4.749|         52.125         43.120          9.005|        -40.084        -26.330        -13.754|
    02_121          [6+4]intramolecular|         12.042         16.790         -4.748|         63.824         54.330          9.494|        -51.782        -37.540        -14.242|
    02_122          [4+2]intramolecular|         14.664         19.290         -4.626|         45.907         37.460          8.447|        -31.243        -18.170        -13.073|
    02_123          [6+4]intramolecular|         14.664         19.290         -4.626|         50.815         41.950          8.865|        -36.151        -22.660        -13.491|
    02_124          [4+2]intramolecular|         16.610         21.680         -5.070|         54.473         46.020          8.453|        -37.863        -24.340        -13.523|
    02_125          [6+4]intramolecular|         16.610         21.680         -5.070|         55.887         47.320          8.567|        -39.277        -25.640        -13.637|
    02_126           [3,3]rearrangement|         22.785         20.250          2.535|         28.122         26.190          1.932|         -5.337         -5.950          0.613|
    02_127           [3,3]rearrangement|         22.964         20.950          2.014|         34.662         32.160          2.502|        -11.698        -11.210         -0.488|
    02_128           [3,3]rearrangement|         35.094         32.740          2.354|         44.556         41.450          3.106|         -9.462         -8.710         -0.752|
    02_129           [3,3]rearrangement|         37.855         34.420          3.435|         43.378         40.150          3.228|         -5.523         -5.730          0.207|
    02_130           [3,3]rearrangement|         38.212         35.400          2.812|         46.594         43.320          3.274|         -8.382         -7.920         -0.462|
    02_131           [3,3]rearrangement|         33.709         32.390          1.319|         45.973         43.380          2.593|        -12.263        -10.990         -1.273|
    02_132           [3,3]rearrangement|         35.827         32.920          2.907|         44.237         41.100          3.137|         -8.410         -8.180         -0.230|
    02_133           [3,3]rearrangement|         36.035         33.840          2.195|         48.150         44.830          3.320|        -12.115        -10.990         -1.125|
    02_134           [3,3]rearrangement|         35.511         32.080          3.431|         53.808         49.610          4.198|        -18.297        -17.530         -0.767|
    02_135           [3,3]rearrangement|         32.062         28.350          3.712|         48.435         44.420          4.015|        -16.373        -16.070         -0.303|
    02_136           [3,3]rearrangement|         34.250         29.790          4.460|         51.250         45.830          5.420|        -17.000        -16.040         -0.960|
    02_137           [3,3]rearrangement|         29.966         25.980          3.986|         46.278         41.350          4.928|        -16.312        -15.370         -0.942|
    02_138           [3,3]rearrangement|         36.167         31.940          4.227|         30.289         28.090          2.199|          5.877          3.850          2.027|
    02_139           [3,3]rearrangement|         37.939         34.370          3.569|         55.885         50.960          4.925|        -17.946        -16.590         -1.356|
    02_140        [2+2+2]intramolecular|         53.216         54.840         -1.624|        166.621        144.390         22.231|       -113.405        -89.550        -23.855|
